"","watershed.Watershed1","watershed.Year1","watershed.Watershed2","watershed.Year2","watershed.jaccard_diss","watershed.gower_diss"
"451","20B",2020,"N4D",2020,0.497326203208556,0.198082251082251
"452","20B",2021,"20B",2021,0,0
"453","20B",2021,"4A",2021,0.506666666666667,0.163690087690088
"454","20B",2021,"4B",2021,0.517241379310345,0.146984126984127
"455","20B",2021,"N1B",2021,0.594594594594595,0.219015651015651
"456","20B",2021,"N20B",2021,0.529953917050691,0.231745032745033
"457","20B",2021,"N4A",2021,0.541237113402062,0.216403374403374
"458","20B",2021,"N4D",2021,0.471204188481675,0.188777000777001
"459","20B",2022,"20B",2022,0,0
"460","20B",2022,"4A",2022,0.507142857142857,0.169530247530248
"461","20B",2022,"4B",2022,0.522058823529412,0.152057387057387
"462","20B",2022,"N1B",2022,0.590163934426229,0.219224442224442
"463","20B",2022,"N20B",2022,0.541666666666667,0.247000222000222
"464","20B",2022,"N4A",2022,0.575916230366492,0.224201909201909
"465","20B",2022,"N4D",2022,0.530612244897959,0.212956487956488
"466","4A",1992,"4A",1992,0,0
"467","4A",1992,"4B",1992,0.40983606557377,0.106158841158841
"468","4A",1992,"N1B",1992,0.461538461538462,0.168284715284715
"469","4A",1992,"N20B",1992,0.659090909090909,0.185290709290709
"470","4A",1992,"N4A",1992,0.372727272727273,0.0916863136863137
"471","4A",1992,"N4D",1992,0.455882352941176,0.15891341991342
"472","4A",1993,"4A",1993,0,0
"473","4A",1993,"4B",1993,0.325,0.111825507825508
"474","4A",1993,"N1B",1993,0.422413793103448,0.135772227772228
"475","4A",1993,"N20B",1993,0.328358208955224,0.130515484515485
"476","4A",1993,"N4A",1993,0.319672131147541,0.107031968031968
"477","4A",1993,"N4D",1993,0.349206349206349,0.123658341658342
"478","4A",1994,"4A",1994,0,0
"479","4A",1994,"4B",1994,0.358974358974359,0.122257742257742
"480","4A",1994,"N1B",1994,0.371681415929204,0.10748285048285
"481","4A",1994,"N20B",1994,0.394366197183099,0.133456876456876
"482","4A",1994,"N4A",1994,0.383333333333333,0.126650016650017
"483","4A",1994,"N4D",1994,0.341269841269841,0.121387279387279
"484","4A",1995,"4A",1995,0,0
"485","4A",1995,"4B",1995,0.36283185840708,0.107995337995338
"486","4A",1995,"N1B",1995,0.371900826446281,0.122365634365634
"487","4A",1995,"N20B",1995,0.397058823529412,0.124815850815851
"488","4A",1995,"N4A",1995,0.38135593220339,0.121735264735265
"489","4A",1995,"N4D",1995,0.354330708661417,0.120207792207792
"490","4A",1996,"4A",1996,0,0
"491","4A",1996,"4B",1996,0.359649122807018,0.107852480852481
"492","4A",1996,"N1B",1996,0.358974358974359,0.0861971361971362
"493","4A",1996,"N20B",1996,0.456521739130435,0.173603396603397
"494","4A",1996,"N4A",1996,0.36283185840708,0.102105228105228
"495","4A",1996,"N4D",1996,0.41044776119403,0.101146742146742
"496","4A",1997,"4A",1997,0,0
"497","4A",1997,"4B",1997,0.396694214876033,0.116879120879121
"498","4A",1997,"N1B",1997,0.377049180327869,0.0914948384948385
"499","4A",1997,"N20B",1997,0.421428571428571,0.149427572427572
"500","4A",1997,"N4A",1997,0.418604651162791,0.112589743589744
"501","4A",1997,"N4D",1997,0.408759124087591,0.0922539682539683
"502","4A",1998,"4A",1998,0,0
"503","4A",1998,"4B",1998,0.425,0.117220113220113
"504","4A",1998,"N1B",1998,0.4296875,0.0966386946386946
"505","4A",1998,"N20B",1998,0.412162162162162,0.14286346986347
"506","4A",1998,"N4A",1998,0.373015873015873,0.114720612720613
"507","4A",1998,"N4D",1998,0.391304347826087,0.0904788544788545
"508","4A",1999,"4A",1999,0,0
"509","4A",1999,"4B",1999,0.335820895522388,0.121210456210456
"510","4A",1999,"N1B",1999,0.422222222222222,0.0992614052614052
"511","4A",1999,"N20B",1999,0.402597402597403,0.169906426906427
"512","4A",1999,"N4A",1999,0.37410071942446,0.113933066933067
"513","4A",1999,"N4D",1999,0.4,0.103029637029637
"514","4A",2000,"4A",2000,0,0
"515","4A",2000,"4B",2000,0.360902255639098,0.117829503829504
"516","4A",2000,"N1B",2000,0.360902255639098,0.10806993006993
"517","4A",2000,"N20B",2000,0.372549019607843,0.126090576090576
"518","4A",2000,"N4A",2000,0.343511450381679,0.101992673992674
"519","4A",2000,"N4D",2000,0.395833333333333,0.113195804195804
"520","4A",2001,"4A",2001,0,0
"521","4A",2001,"4B",2001,0.314516129032258,0.0871088911088911
"522","4A",2001,"N1B",2001,0.41958041958042,0.13288677988678
"523","4A",2001,"N20B",2001,0.381578947368421,0.104377289377289
"524","4A",2001,"N4A",2001,0.372262773722628,0.100205128205128
"525","4A",2001,"N4D",2001,0.421768707482993,0.126808524808525
"526","4A",2002,"4A",2002,0,0
"527","4A",2002,"4B",2002,0.388888888888889,0.102514485514485
"528","4A",2002,"N1B",2002,0.406779661016949,0.11826307026307
"529","4A",2002,"N20B",2002,0.462068965517241,0.141675324675325
"530","4A",2002,"N4A",2002,0.330357142857143,0.0877865467865468
"531","4A",2002,"N4D",2002,0.425531914893617,0.122896436896437
"532","4A",2003,"4A",2003,0,0
"533","4A",2003,"4B",2003,0.394495412844037,0.103657342657343
"534","4A",2003,"N1B",2003,0.375,0.118658674658675
"535","4A",2003,"N20B",2003,0.472602739726027,0.139549450549451
"536","4A",2003,"N4A",2003,0.365853658536585,0.0922004662004662
"537","4A",2003,"N4D",2003,0.450704225352113,0.134215118215118
"538","4A",2004,"4A",2004,0,0
"539","4A",2004,"4B",2004,0.351851851851852,0.0817365967365967
"540","4A",2004,"N1B",2004,0.378151260504202,0.110885780885781
"541","4A",2004,"N20B",2004,0.439716312056738,0.123252747252747
"542","4A",2004,"N4A",2004,0.3,0.0808854478854479
"543","4A",2004,"N4D",2004,0.440559440559441,0.128244422244422
"544","4A",2005,"4A",2005,0,0
"545","4A",2005,"4B",2005,0.447619047619048,0.0963505383505383
"546","4A",2005,"N1B",2005,0.468253968253968,0.111302364302364
"547","4A",2005,"N20B",2005,0.437956204379562,0.11630303030303
"548","4A",2005,"N4A",2005,0.412698412698413,0.0955987345987346
"549","4A",2005,"N4D",2005,0.467625899280576,0.124586080586081
"550","4A",2006,"4A",2006,0,0
"551","4A",2006,"4B",2006,0.417322834645669,0.107323565323565
"552","4A",2006,"N1B",2006,0.438848920863309,0.117829836829837
"553","4A",2006,"N20B",2006,0.462025316455696,0.139849816849817
"554","4A",2006,"N4A",2006,0.4,0.114481518481519
"555","4A",2006,"N4D",2006,0.465408805031447,0.144625152625153
"556","4A",2007,"4A",2007,0,0
"557","4A",2007,"4B",2007,0.390909090909091,0.0835618825618826
"558","4A",2007,"N1B",2007,0.444444444444444,0.118496503496503
"559","4A",2007,"N20B",2007,0.473333333333333,0.130443223443223
"560","4A",2007,"N4A",2007,0.34375,0.0784961704961705
"561","4A",2007,"N4D",2007,0.463576158940397,0.131628815628816
"562","4A",2008,"4A",2008,0,0
"563","4A",2008,"4B",2008,0.409090909090909,0.0820931290931291
"564","4A",2008,"N1B",2008,0.46875,0.113130203130203
"565","4A",2008,"N20B",2008,0.469387755102041,0.123289377289377
"566","4A",2008,"N4A",2008,0.37984496124031,0.0958431568431568
"567","4A",2008,"N4D",2008,0.482993197278911,0.129601953601954
"568","4A",2009,"4A",2009,0,0
"569","4A",2009,"4B",2009,0.358490566037736,0.0755876345876346
"570","4A",2009,"N1B",2009,0.453846153846154,0.110463536463536
"571","4A",2009,"N20B",2009,0.528301886792453,0.156406593406593
"572","4A",2009,"N4A",2009,0.463768115942029,0.113774558774559
"573","4A",2009,"N4D",2009,0.482758620689655,0.125092796092796
"574","4A",2010,"4A",2010,0,0
"575","4A",2010,"4B",2010,0.380952380952381,0.0851823731823732
"576","4A",2010,"N1B",2010,0.481481481481481,0.141404928404928
"577","4A",2010,"N20B",2010,0.550632911392405,0.164450549450549
"578","4A",2010,"N4A",2010,0.476190476190476,0.127723276723277
"579","4A",2010,"N4D",2010,0.522012578616352,0.16271916971917
"580","4A",2011,"4A",2011,0,0
"581","4A",2011,"4B",2011,0.344086021505376,0.063998001998002
"582","4A",2011,"N1B",2011,0.48780487804878,0.107654012654013
"583","4A",2011,"N20B",2011,0.514084507042254,0.130605616605617
"584","4A",2011,"N4A",2011,0.444444444444444,0.0903666333666333
"585","4A",2011,"N4D",2011,0.442748091603053,0.104625263625264
"586","4A",2012,"4A",2012,0,0
"587","4A",2012,"4B",2012,0.344444444444444,0.0553545343545344
"588","4A",2012,"N1B",2012,0.487603305785124,0.0913316683316683
"589","4A",2012,"N20B",2012,0.5,0.123925740925741
"590","4A",2012,"N4A",2012,0.389830508474576,0.0768011988011988
"591","4A",2012,"N4D",2012,0.448,0.0846229326229326
"592","4A",2013,"4A",2013,0,0
"593","4A",2013,"4B",2013,0.434782608695652,0.0808280608280608
"594","4A",2013,"N1B",2013,0.434108527131783,0.0926603396603396
"595","4A",2013,"N20B",2013,0.496815286624204,0.137177156177156
"596","4A",2013,"N4A",2013,0.41304347826087,0.108587745587746
"597","4A",2013,"N4D",2013,0.454545454545455,0.118140859140859
"598","4A",2014,"4A",2014,0,0
"599","4A",2014,"4B",2014,0.29,0.0700526140526141
"600","4A",2014,"N1B",2014,0.425196850393701,0.111639693639694
"601","4A",2014,"N20B",2014,0.486666666666667,0.13974025974026
"602","4A",2014,"N4A",2014,0.421052631578947,0.11364035964036
"603","4A",2014,"N4D",2014,0.48993288590604,0.14904329004329
"604","4A",2015,"4A",2015,0,0
"605","4A",2015,"4B",2015,0.415929203539823,0.0984473304473304
"606","4A",2015,"N1B",2015,0.517241379310345,0.152104562104562
"607","4A",2015,"N20B",2015,0.541899441340782,0.183010989010989
"608","4A",2015,"N4A",2015,0.467105263157895,0.148974580974581
"609","4A",2015,"N4D",2015,0.526627218934911,0.174626595626596
"610","4A",2016,"4A",2016,0,0
"611","4A",2016,"4B",2016,0.416666666666667,0.0854912864912865
"612","4A",2016,"N1B",2016,0.533333333333333,0.148965367965368
"613","4A",2016,"N20B",2016,0.565217391304348,0.193439560439561
"614","4A",2016,"N4A",2016,0.509433962264151,0.150415473415473
"615","4A",2016,"N4D",2016,0.520958083832335,0.160336219336219
"616","4A",2017,"4A",2017,0,0
"617","4A",2017,"4B",2017,0.43801652892562,0.110548451548452
"618","4A",2017,"N1B",2017,0.547770700636943,0.153994671994672
"619","4A",2017,"N20B",2017,0.505208333333333,0.189860805860806
"620","4A",2017,"N4A",2017,0.4375,0.142763347763348
"621","4A",2017,"N4D",2017,0.477528089887641,0.17260483960484
"622","4A",2018,"4A",2018,0,0
"623","4A",2018,"4B",2018,0.456140350877193,0.0979672549672549
"624","4A",2018,"N1B",2018,0.5,0.134866466866467
"625","4A",2018,"N20B",2018,0.524861878453039,0.186765567765568
"626","4A",2018,"N4A",2018,0.445859872611465,0.140701076701077
"627","4A",2018,"N4D",2018,0.521739130434783,0.201213897213897
"628","4A",2019,"4A",2019,0,0
"629","4A",2019,"4B",2019,0.476923076923077,0.116599955599956
"630","4A",2019,"N1B",2019,0.487654320987654,0.166668664668665
"631","4A",2019,"N20B",2019,0.502564102564103,0.204494505494506
"632","4A",2019,"N4A",2019,0.434523809523809,0.163748695748696
"633","4A",2019,"N4D",2019,0.478021978021978,0.180506937506938
"634","4A",2020,"4A",2020,0,0
"635","4A",2020,"4B",2020,0.411764705882353,0.0914326784326784
"636","4A",2020,"N1B",2020,0.566473988439306,0.192271839271839
"637","4A",2020,"N20B",2020,0.554455445544554,0.22208325008325
"638","4A",2020,"N4A",2020,0.510989010989011,0.197556998556999
"639","4A",2020,"N4D",2020,0.494444444444444,0.192287157287157
"640","4A",2021,"4A",2021,0,0
"641","4A",2021,"4B",2021,0.395161290322581,0.102801198801199
"642","4A",2021,"N1B",2021,0.530120481927711,0.163433011433012
"643","4A",2021,"N20B",2021,0.563981042654028,0.230201465201465
"644","4A",2021,"N4A",2021,0.508379888268156,0.187443445443446
"645","4A",2021,"N4D",2021,0.516129032258065,0.189318903318903
"646","4A",2022,"4A",2022,0,0
"647","4A",2022,"4B",2022,0.407079646017699,0.0969380619380619
"648","4A",2022,"N1B",2022,0.527950310559006,0.17101776001776
"649","4A",2022,"N20B",2022,0.572815533980582,0.2410111000111
"650","4A",2022,"N4A",2022,0.497005988023952,0.171599622599623
"651","4A",2022,"N4D",2022,0.540983606557377,0.210390831390831
"652","4B",1992,"4B",1992,0,0
"653","4B",1992,"N1B",1992,0.4,0.148450882450882
"654","4B",1992,"N20B",1992,0.52,0.14892673992674
"655","4B",1992,"N4A",1992,0.359649122807018,0.0968927738927739
"656","4B",1992,"N4D",1992,0.373134328358209,0.136358974358974
"657","4B",1993,"4B",1993,0,0
"658","4B",1993,"N1B",1993,0.403508771929825,0.12591008991009
"659","4B",1993,"N20B",1993,0.335820895522388,0.134917082917083
"660","4B",1993,"N4A",1993,0.341463414634146,0.116070929070929
"661","4B",1993,"N4D",1993,0.3828125,0.12365700965701
"662","4B",1994,"4B",1994,0,0
"663","4B",1994,"N1B",1994,0.418181818181818,0.106968697968698
"664","4B",1994,"N20B",1994,0.373134328358209,0.12135298035298
"665","4B",1994,"N4A",1994,0.280373831775701,0.0834911754911755
"666","4B",1994,"N4D",1994,0.408,0.143246753246753
"667","4B",1995,"4B",1995,0,0
"668","4B",1995,"N1B",1995,0.416666666666667,0.145000333000333
"669","4B",1995,"N20B",1995,0.364341085271318,0.111846153846154
"670","4B",1995,"N4A",1995,0.296296296296296,0.0917912087912088
"671","4B",1995,"N4D",1995,0.396825396825397,0.145611721611722
"672","4B",1996,"4B",1996,0,0
"673","4B",1996,"N1B",1996,0.391666666666667,0.105956376956377
"674","4B",1996,"N20B",1996,0.353846153846154,0.122175824175824
"675","4B",1996,"N4A",1996,0.324324324324324,0.0771465201465201
"676","4B",1996,"N4D",1996,0.366412213740458,0.122561660561661
"677","4B",1997,"4B",1997,0,0
"678","4B",1997,"N1B",1997,0.426229508196721,0.12110656010656
"679","4B",1997,"N20B",1997,0.3203125,0.107757242757243
"680","4B",1997,"N4A",1997,0.307692307692308,0.0809047619047619
"681","4B",1997,"N4D",1997,0.393939393939394,0.116905982905983
"682","4B",1998,"4B",1998,0,0
"683","4B",1998,"N1B",1998,0.492063492063492,0.129917415917416
"684","4B",1998,"N20B",1998,0.433566433566434,0.122671661671662
"685","4B",1998,"N4A",1998,0.396694214876033,0.113217449217449
"686","4B",1998,"N4D",1998,0.425373134328358,0.125268731268731
"687","4B",1999,"4B",1999,0,0
"688","4B",1999,"N1B",1999,0.421052631578947,0.134435231435231
"689","4B",1999,"N20B",1999,0.324137931034483,0.127941391941392
"690","4B",1999,"N4A",1999,0.244094488188976,0.0897096237096237
"691","4B",1999,"N4D",1999,0.354166666666667,0.124415251415251
"692","4B",2000,"4B",2000,0,0
"693","4B",2000,"N1B",2000,0.412213740458015,0.125679653679654
"694","4B",2000,"N20B",2000,0.395973154362416,0.141270063270063
"695","4B",2000,"N4A",2000,0.344,0.104144522144522
"696","4B",2000,"N4D",2000,0.362962962962963,0.114391941391941
"697","4B",2001,"4B",2001,0,0
"698","4B",2001,"N1B",2001,0.430656934306569,0.120032301032301
"699","4B",2001,"N20B",2001,0.39041095890411,0.118379953379953
"700","4B",2001,"N4A",2001,0.369230769230769,0.0953799533799534
"701","4B",2001,"N4D",2001,0.362962962962963,0.102820512820513
"702","4B",2002,"4B",2002,0,0
"703","4B",2002,"N1B",2002,0.431034482758621,0.109935064935065
"704","4B",2002,"N20B",2002,0.471830985915493,0.142890442890443
"705","4B",2002,"N4A",2002,0.383928571428571,0.093026307026307
"706","4B",2002,"N4D",2002,0.434782608695652,0.127771894771895
"707","4B",2003,"4B",2003,0,0
"708","4B",2003,"N1B",2003,0.435483870967742,0.123290376290376
"709","4B",2003,"N20B",2003,0.468965517241379,0.153719613719614
"710","4B",2003,"N4A",2003,0.387096774193548,0.101007992007992
"711","4B",2003,"N4D",2003,0.457746478873239,0.131471528471528
"712","4B",2004,"4B",2004,0,0
"713","4B",2004,"N1B",2004,0.43801652892562,0.11303996003996
"714","4B",2004,"N20B",2004,0.434782608695652,0.127406926406926
"715","4B",2004,"N4A",2004,0.319327731092437,0.0868491508491508
"716","4B",2004,"N4D",2004,0.389705882352941,0.118012321012321
"717","4B",2005,"4B",2005,0,0
"718","4B",2005,"N1B",2005,0.483870967741936,0.116290265290265
"719","4B",2005,"N20B",2005,0.485507246376812,0.139041847041847
"720","4B",2005,"N4A",2005,0.452380952380952,0.107978576978577
"721","4B",2005,"N4D",2005,0.447761194029851,0.126050172050172
"722","4B",2006,"4B",2006,0,0
"723","4B",2006,"N1B",2006,0.417910447761194,0.109050838050838
"724","4B",2006,"N20B",2006,0.444444444444444,0.140279609279609
"725","4B",2006,"N4A",2006,0.340909090909091,0.090999222999223
"726","4B",2006,"N4D",2006,0.406666666666667,0.122986568986569
"727","4B",2007,"4B",2007,0,0
"728","4B",2007,"N1B",2007,0.441860465116279,0.113560217560218
"729","4B",2007,"N20B",2007,0.461538461538462,0.132576534576535
"730","4B",2007,"N4A",2007,0.4140625,0.0832082362082362
"731","4B",2007,"N4D",2007,0.429577464788732,0.127925740925741
"732","4B",2008,"4B",2008,0,0
"733","4B",2008,"N1B",2008,0.456,0.110380841380841
"734","4B",2008,"N20B",2008,0.489795918367347,0.124796425796426
"735","4B",2008,"N4A",2008,0.415384615384615,0.102690864690865
"736","4B",2008,"N4D",2008,0.450704225352113,0.11928971028971
"737","4B",2009,"4B",2009,0,0
"738","4B",2009,"N1B",2009,0.462121212121212,0.111816738816739
"739","4B",2009,"N20B",2009,0.496815286624204,0.14556931956932
"740","4B",2009,"N4A",2009,0.437956204379562,0.10980907980908
"741","4B",2009,"N4D",2009,0.414285714285714,0.119513153513154
"742","4B",2010,"4B",2010,0,0
"743","4B",2010,"N1B",2010,0.4921875,0.124477411477411
"744","4B",2010,"N20B",2010,0.562913907284768,0.13536186036186
"745","4B",2010,"N4A",2010,0.527777777777778,0.120158397158397
"746","4B",2010,"N4D",2010,0.52317880794702,0.143877122877123
"747","4B",2011,"4B",2011,0,0
"748","4B",2011,"N1B",2011,0.516666666666667,0.115498168498168
"749","4B",2011,"N20B",2011,0.528985507246377,0.128842934842935
"750","4B",2011,"N4A",2011,0.483870967741936,0.0984012654012654
"751","4B",2011,"N4D",2011,0.456692913385827,0.107016428016428
"752","4B",2012,"4B",2012,0,0
"753","4B",2012,"N1B",2012,0.53781512605042,0.108818070818071
"754","4B",2012,"N20B",2012,0.532374100719424,0.132864690864691
"755","4B",2012,"N4A",2012,0.516393442622951,0.100119103119103
"756","4B",2012,"N4D",2012,0.471074380165289,0.0972790542790542
"757","4B",2013,"4B",2013,0,0
"758","4B",2013,"N1B",2013,0.484848484848485,0.114916971916972
"759","4B",2013,"N20B",2013,0.480519480519481,0.140203019203019
"760","4B",2013,"N4A",2013,0.45,0.125723498723499
"761","4B",2013,"N4D",2013,0.446808510638298,0.124089799089799
"762","4B",2014,"4B",2014,0,0
"763","4B",2014,"N1B",2014,0.463414634146341,0.106703296703297
"764","4B",2014,"N20B",2014,0.510344827586207,0.138767232767233
"765","4B",2014,"N4A",2014,0.480916030534351,0.116051948051948
"766","4B",2014,"N4D",2014,0.503496503496503,0.143755244755245
"767","4B",2015,"4B",2015,0,0
"768","4B",2015,"N1B",2015,0.589041095890411,0.157072039072039
"769","4B",2015,"N20B",2015,0.576271186440678,0.18989787989788
"770","4B",2015,"N4A",2015,0.516556291390728,0.147155733155733
"771","4B",2015,"N4D",2015,0.55421686746988,0.168873681873682
"772","4B",2016,"4B",2016,0,0
"773","4B",2016,"N1B",2016,0.606666666666667,0.162727716727717
"774","4B",2016,"N20B",2016,0.617486338797814,0.202205572205572
"775","4B",2016,"N4A",2016,0.578616352201258,0.162673548673549
"776","4B",2016,"N4D",2016,0.586826347305389,0.166858030858031
"777","4B",2017,"4B",2017,0,0
"778","4B",2017,"N1B",2017,0.610738255033557,0.161151182151182
"779","4B",2017,"N20B",2017,0.607329842931937,0.208431235431236
"780","4B",2017,"N4A",2017,0.56875,0.16382461982462
"781","4B",2017,"N4D",2017,0.571428571428572,0.185153291153291
"782","4B",2018,"4B",2018,0,0
"783","4B",2018,"N1B",2018,0.581560283687943,0.140298923298923
"784","4B",2018,"N20B",2018,0.565714285714286,0.177223665223665
"785","4B",2018,"N4A",2018,0.575,0.158338661338661
"786","4B",2018,"N4D",2018,0.585635359116022,0.202082251082251
"787","4B",2019,"4B",2019,0,0
"788","4B",2019,"N1B",2019,0.574074074074074,0.177818070818071
"789","4B",2019,"N20B",2019,0.559585492227979,0.201797757797758
"790","4B",2019,"N4A",2019,0.543859649122807,0.175623376623377
"791","4B",2019,"N4D",2019,0.52247191011236,0.179905427905428
"792","4B",2020,"4B",2020,0,0
"793","4B",2020,"N1B",2020,0.587878787878788,0.194246642246642
"794","4B",2020,"N20B",2020,0.57948717948718,0.209459318459319
"795","4B",2020,"N4A",2020,0.553672316384181,0.197744255744256
"796","4B",2020,"N4D",2020,0.553672316384181,0.196562326562327
"797","4B",2021,"4B",2021,0,0
"798","4B",2021,"N1B",2021,0.58433734939759,0.181926517926518
"799","4B",2021,"N20B",2021,0.593301435406699,0.233295704295704
"800","4B",2021,"N4A",2021,0.550561797752809,0.193687867687868
"801","4B",2021,"N4D",2021,0.556756756756757,0.197980907980908
"802","4B",2022,"4B",2022,0,0
"803","4B",2022,"N1B",2022,0.603658536585366,0.178388056388056
"804","4B",2022,"N20B",2022,0.598039215686274,0.229375069375069
"805","4B",2022,"N4A",2022,0.553571428571429,0.173336219336219
"806","4B",2022,"N4D",2022,0.576923076923077,0.200164058164058
"807","N1B",1992,"N1B",1992,0,0
"808","N1B",1992,"N20B",1992,0.530769230769231,0.177699966699967
"809","N1B",1992,"N4A",1992,0.430894308943089,0.14080352980353
"810","N1B",1992,"N4D",1992,0.340740740740741,0.13555710955711
"811","N1B",1993,"N1B",1993,0,0
"812","N1B",1993,"N20B",1993,0.410852713178295,0.150319014319014
"813","N1B",1993,"N4A",1993,0.423728813559322,0.135648684648685
"814","N1B",1993,"N4D",1993,0.327433628318584,0.11148384948385
"815","N1B",1994,"N1B",1994,0,0
"816","N1B",1994,"N20B",1994,0.409090909090909,0.134985680985681
"817","N1B",1994,"N4A",1994,0.442477876106195,0.107331002331002
"818","N1B",1994,"N4D",1994,0.394957983193277,0.133721944721945
"819","N1B",1995,"N1B",1995,0,0
"820","N1B",1995,"N20B",1995,0.360294117647059,0.134458208458208
"821","N1B",1995,"N4A",1995,0.432,0.146615717615718
"822","N1B",1995,"N4D",1995,0.328125,0.121762237762238
"823","N1B",1996,"N1B",1996,0,0
"824","N1B",1996,"N20B",1996,0.365671641791045,0.155963702963703
"825","N1B",1996,"N4A",1996,0.38135593220339,0.106011322011322
"826","N1B",1996,"N4D",1996,0.365671641791045,0.107463092463092
"827","N1B",1997,"N1B",1997,0,0
"828","N1B",1997,"N20B",1997,0.389705882352941,0.14044622044622
"829","N1B",1997,"N4A",1997,0.409448818897638,0.103146853146853
"830","N1B",1997,"N4D",1997,0.325581395348837,0.0871554001554001
"831","N1B",1998,"N1B",1998,0,0
"832","N1B",1998,"N20B",1998,0.361111111111111,0.128637695637696
"833","N1B",1998,"N4A",1998,0.377952755905512,0.113117549117549
"834","N1B",1998,"N4D",1998,0.310606060606061,0.0694105894105894
"835","N1B",1999,"N1B",1999,0,0
"836","N1B",1999,"N20B",1999,0.414965986394558,0.161951714951715
"837","N1B",1999,"N4A",1999,0.386363636363636,0.107729270729271
"838","N1B",1999,"N4D",1999,0.330882352941176,0.0759247419247419
"839","N1B",2000,"N1B",2000,0,0
"840","N1B",2000,"N20B",2000,0.374149659863946,0.12211655011655
"841","N1B",2000,"N4A",2000,0.407692307692308,0.0951908091908092
"842","N1B",2000,"N4D",2000,0.312977099236641,0.0921448551448551
"843","N1B",2001,"N1B",2001,0,0
"844","N1B",2001,"N20B",2001,0.352941176470588,0.124707292707293
"845","N1B",2001,"N4A",2001,0.420689655172414,0.118564435564436
"846","N1B",2001,"N4D",2001,0.347222222222222,0.0982667332667332
"847","N1B",2002,"N1B",2002,0,0
"848","N1B",2002,"N20B",2002,0.406896551724138,0.133923742923743
"849","N1B",2002,"N4A",2002,0.44,0.0967036297036297
"850","N1B",2002,"N4D",2002,0.345323741007194,0.100155844155844
"851","N1B",2003,"N1B",2003,0,0
"852","N1B",2003,"N20B",2003,0.364864864864865,0.143863802863803
"853","N1B",2003,"N4A",2003,0.405797101449275,0.111674325674326
"854","N1B",2003,"N4D",2003,0.340277777777778,0.110580752580753
"855","N1B",2004,"N1B",2004,0,0
"856","N1B",2004,"N20B",2004,0.406896551724138,0.125090909090909
"857","N1B",2004,"N4A",2004,0.358778625954198,0.0838684648684648
"858","N1B",2004,"N4D",2004,0.340425531914894,0.0995624375624375
"859","N1B",2005,"N1B",2005,0,0
"860","N1B",2005,"N20B",2005,0.395973154362416,0.115790542790543
"861","N1B",2005,"N4A",2005,0.308270676691729,0.0765094905094905
"862","N1B",2005,"N4D",2005,0.287769784172662,0.0864012654012654
"863","N1B",2006,"N1B",2006,0,0
"864","N1B",2006,"N20B",2006,0.382165605095541,0.125328005328005
"865","N1B",2006,"N4A",2006,0.321428571428571,0.088974691974692
"866","N1B",2006,"N4D",2006,0.3,0.0936784326784326
"867","N1B",2007,"N1B",2007,0,0
"868","N1B",2007,"N20B",2007,0.335526315789474,0.111914085914086
"869","N1B",2007,"N4A",2007,0.361111111111111,0.0976633366633366
"870","N1B",2007,"N4D",2007,0.281879194630872,0.100733377733378
"871","N1B",2008,"N1B",2008,0,0
"872","N1B",2008,"N20B",2008,0.369127516778524,0.110734598734599
"873","N1B",2008,"N4A",2008,0.343065693430657,0.0717559107559107
"874","N1B",2008,"N4D",2008,0.314685314685315,0.0984317904317904
"875","N1B",2009,"N1B",2009,0,0
"876","N1B",2009,"N20B",2009,0.35625,0.118848151848152
"877","N1B",2009,"N4A",2009,0.337931034482759,0.0860882450882451
"878","N1B",2009,"N4D",2009,0.317567567567568,0.0851314241314241
"879","N1B",2010,"N1B",2010,0,0
"880","N1B",2010,"N20B",2010,0.384615384615385,0.12168697968698
"881","N1B",2010,"N4A",2010,0.353333333333333,0.106494838494838
"882","N1B",2010,"N4D",2010,0.346153846153846,0.105281607281607
"883","N1B",2011,"N1B",2011,0,0
"884","N1B",2011,"N20B",2011,0.379310344827586,0.110303585303585
"885","N1B",2011,"N4A",2011,0.333333333333333,0.0779467199467199
"886","N1B",2011,"N4D",2011,0.311111111111111,0.0745550005550005
"887","N1B",2012,"N1B",2012,0,0
"888","N1B",2012,"N20B",2012,0.36986301369863,0.106627372627373
"889","N1B",2012,"N4A",2012,0.3203125,0.0645890775890776
"890","N1B",2012,"N4D",2012,0.340909090909091,0.0858174048174048
"891","N1B",2013,"N1B",2013,0,0
"892","N1B",2013,"N20B",2013,0.389937106918239,0.116120546120546
"893","N1B",2013,"N4A",2013,0.340277777777778,0.0936403596403596
"894","N1B",2013,"N4D",2013,0.278571428571429,0.0855597735597735
"895","N1B",2014,"N1B",2014,0,0
"896","N1B",2014,"N20B",2014,0.355704697986577,0.102360972360972
"897","N1B",2014,"N4A",2014,0.335766423357664,0.0857868797868798
"898","N1B",2014,"N4D",2014,0.3125,0.1005670995671
"899","N1B",2015,"N1B",2015,0,0
"900","N1B",2015,"N20B",2015,0.408839779005525,0.126265734265734
"901","N1B",2015,"N4A",2015,0.385093167701863,0.123850371850372
"902","N1B",2015,"N4D",2015,0.366863905325444,0.110337551337551
"903","N1B",2016,"N1B",2016,0,0
"904","N1B",2016,"N20B",2016,0.410526315789474,0.155752913752914
"905","N1B",2016,"N4A",2016,0.333333333333333,0.100090798090798
"906","N1B",2016,"N4D",2016,0.343023255813953,0.11204551004551
