DataCode,RecType,RecDate,watershed,ppt,Comments
APT01,1,5/30/1991,HQ02,6.5,
APT01,1,5/30/1991,K01B,3,
APT01,1,5/30/1991,N01B,2.5,
APT01,1,5/30/1991,N02B,1,
APT01,1,5/30/1991,N4DF,3,
APT01,1,5/30/1991,N4DU,2,
APT01,1,5/30/1991,R01A,1,
APT01,1,6/1/1991,020B,6,
APT01,1,6/1/1991,002C,7.2,
APT01,1,6/1/1991,004B,8,
APT01,1,6/1/1991,HQ,11.5,
APT01,1,6/1/1991,HQ02,11,
APT01,1,6/1/1991,K01B,6,
APT01,1,6/1/1991,N01B,6.2,
APT01,1,6/1/1991,N02B,8.3,
APT01,1,6/1/1991,N4DF,7.5,
APT01,1,6/1/1991,N4DU,7.5,
APT01,1,6/1/1991,R01A,9.5,
APT01,1,6/5/1991,020B,14,
APT01,1,6/5/1991,002C,13.5,
APT01,1,6/5/1991,004B,13.5,
APT01,1,6/5/1991,HQ,11.2,
APT01,1,6/5/1991,HQ02,12.2,
APT01,1,6/5/1991,K01B,13,
APT01,1,6/5/1991,N01B,13,
APT01,1,6/5/1991,N02B,13.5,
APT01,1,6/5/1991,N4DF,13,
APT01,1,6/5/1991,N4DU,14,
APT01,1,6/5/1991,R01A,11,
APT01,1,6/10/1991,020B,16,
APT01,1,6/10/1991,002C,20,
APT01,1,6/10/1991,004B,17,
APT01,1,6/10/1991,HQ,27,
APT01,1,6/10/1991,HQ02,28,
APT01,1,6/10/1991,K01B,15,
APT01,1,6/10/1991,N01B,17.5,
APT01,1,6/10/1991,N02B,16.5,
APT01,1,6/10/1991,N4DF,19,
APT01,1,6/10/1991,N4DU,18.2,
APT01,1,6/10/1991,R01A,17,
APT01,1,6/14/1991,020B,3,
APT01,1,6/14/1991,002C,4.2,
APT01,1,6/14/1991,004B,2,
APT01,1,6/14/1991,HQ,7.6,
APT01,1,6/14/1991,HQ02,7.5,
APT01,1,6/14/1991,K01B,3,
APT01,1,6/14/1991,N01B,3,
APT01,1,6/14/1991,N02B,5,
APT01,1,6/14/1991,N4DF,4.5,
APT01,1,6/14/1991,N4DU,3,
APT01,1,6/14/1991,R01A,1,
APT01,1,6/21/1991,020B,28.5,
APT01,1,6/21/1991,002C,29,
APT01,1,6/21/1991,004B,32.5,
APT01,1,6/21/1991,HQ,30.7,
APT01,1,6/21/1991,HQ02,32.5,
APT01,1,6/21/1991,K01B,29.5,
APT01,1,6/21/1991,N01B,36,
APT01,1,6/21/1991,N02B,34,
APT01,1,6/21/1991,N4DF,42.5,
APT01,1,6/21/1991,N4DU,29.5,
APT01,1,6/21/1991,R01A,27,
APT01,1,7/1/1991,020B,1.5,
APT01,1,7/1/1991,002C,1.5,
APT01,1,7/1/1991,004B,0.7,
APT01,1,7/1/1991,HQ,2.4,
APT01,1,7/1/1991,HQ02,3.5,
APT01,1,7/1/1991,K01B,3,
APT01,1,7/1/1991,N01B,3,
APT01,1,7/1/1991,N02B,2.5,
APT01,1,7/1/1991,N4DF,4,
APT01,1,7/1/1991,N4DU,0.8,
APT01,1,7/1/1991,R01A,0.5,
APT01,1,7/2/1991,020B,0,
APT01,1,7/2/1991,002C,0,
APT01,1,7/2/1991,004B,0,
APT01,1,7/2/1991,HQ,1,
APT01,1,7/2/1991,HQ02,0,
APT01,1,7/2/1991,K01B,0,
APT01,1,7/2/1991,N01B,0,
APT01,1,7/2/1991,N02B,0,
APT01,1,7/2/1991,N4DF,0,
APT01,1,7/2/1991,N4DU,0,
APT01,1,7/2/1991,R01A,0,
APT01,1,7/9/1991,020B,25.2,
APT01,1,7/9/1991,002C,31,
APT01,1,7/9/1991,004B,21,
APT01,1,7/9/1991,HQ,16.2,
APT01,1,7/9/1991,HQ02,16.2,
APT01,1,7/9/1991,K01B,25.5,
APT01,1,7/9/1991,N01B,21,
APT01,1,7/9/1991,N02B,15.5,
APT01,1,7/9/1991,N4DF,16,
APT01,1,7/9/1991,N4DU,22,
APT01,1,7/9/1991,R01A,19.5,
APT01,1,7/10/1991,020B,34,
APT01,1,7/10/1991,002C,46,
APT01,1,7/10/1991,004B,37,
APT01,1,7/10/1991,HQ,17,
APT01,1,7/10/1991,HQ02,16.4,
APT01,1,7/10/1991,K01B,33,
APT01,1,7/10/1991,N01B,35.5,
APT01,1,7/10/1991,N02B,29,
APT01,1,7/10/1991,N4DF,35.5,
APT01,1,7/10/1991,N4DU,41.5,
APT01,1,7/10/1991,R01A,36,
APT01,1,7/11/1991,020B,1.2,
APT01,1,7/11/1991,002C,0.5,
APT01,1,7/11/1991,004B,2,
APT01,1,7/11/1991,HQ,5.2,
APT01,1,7/11/1991,HQ02,6.1,
APT01,1,7/11/1991,K01B,1.2,
APT01,1,7/11/1991,N01B,1.5,
APT01,1,7/11/1991,N02B,1,
APT01,1,7/11/1991,N4DF,2.5,
APT01,1,7/11/1991,N4DU,1.5,
APT01,1,7/11/1991,R01A,0.5,
APT01,1,7/22/1991,020B,4.5,
APT01,1,7/22/1991,002C,4.8,
APT01,1,7/22/1991,004B,7,
APT01,1,7/22/1991,HQ,0.6,
APT01,1,7/22/1991,HQ02,0.5,
APT01,1,7/22/1991,K01B,6,
APT01,1,7/22/1991,N01B,5.5,
APT01,1,7/22/1991,N02B,5,
APT01,1,7/22/1991,N4DF,6.8,
APT01,1,7/22/1991,N4DU,5.7,
APT01,1,7/22/1991,R01A,3.3,
APT01,1,7/23/1991,020B,0,
APT01,1,7/23/1991,002C,0.2,
APT01,1,7/23/1991,004B,0,
APT01,1,7/23/1991,HQ,0.2,
APT01,1,7/23/1991,HQ02,0.3,
APT01,1,7/23/1991,K01B,0,
APT01,1,7/23/1991,N01B,0.4,
APT01,1,7/23/1991,N02B,0.2,
APT01,1,7/23/1991,N4DF,.,
APT01,1,7/23/1991,N4DU,0,
APT01,1,7/23/1991,R01A,0.3,
APT01,1,7/24/1991,020B,3.2,
APT01,1,7/24/1991,002C,2.8,
APT01,1,7/24/1991,004B,3,
APT01,1,7/24/1991,HQ,3.4,
APT01,1,7/24/1991,HQ02,3.7,
APT01,1,7/24/1991,K01B,2.5,
APT01,1,7/24/1991,N01B,2.5,
APT01,1,7/24/1991,N02B,2,
APT01,1,7/24/1991,N4DF,.,
APT01,1,7/24/1991,N4DU,3,
APT01,1,7/24/1991,R01A,1.3,
APT01,1,7/31/1991,020B,1,
APT01,1,7/31/1991,002C,.,
APT01,1,7/31/1991,004B,1.2,
APT01,1,7/31/1991,HQ,0.5,
APT01,1,7/31/1991,HQ02,0.5,
APT01,1,7/31/1991,K01B,0.3,
APT01,1,7/31/1991,N01B,1,
APT01,1,7/31/1991,N02B,0.4,
APT01,1,7/31/1991,N4DF,1,
APT01,1,7/31/1991,N4DU,1,
APT01,1,7/31/1991,R01A,0.5,
APT01,1,8/3/1991,020B,5,
APT01,1,8/3/1991,002C,.,
APT01,1,8/3/1991,004B,6,
APT01,1,8/3/1991,HQ,7,
APT01,1,8/3/1991,HQ02,7,
APT01,1,8/3/1991,K01B,5.2,
APT01,1,8/3/1991,N01B,6,
APT01,1,8/3/1991,N02B,6,
APT01,1,8/3/1991,N4DF,7,
APT01,1,8/3/1991,N4DU,5,
APT01,1,8/3/1991,R01A,3,
APT01,1,8/4/1991,020B,15,
APT01,1,8/4/1991,002C,.,
APT01,1,8/4/1991,004B,16.3,
APT01,1,8/4/1991,HQ,20,
APT01,1,8/4/1991,HQ02,20,
APT01,1,8/4/1991,K01B,16,
APT01,1,8/4/1991,N01B,16,
APT01,1,8/4/1991,N02B,18,
APT01,1,8/4/1991,N4DF,19,
APT01,1,8/4/1991,N4DU,16,
APT01,1,8/4/1991,R01A,16,
APT01,1,8/6/1991,020B,2.2,
APT01,1,8/6/1991,002C,.,
APT01,1,8/6/1991,004B,1.5,
APT01,1,8/6/1991,HQ,1.5,
APT01,1,8/6/1991,HQ02,1.5,
APT01,1,8/6/1991,K01B,1.2,
APT01,1,8/6/1991,N01B,2,
APT01,1,8/6/1991,N02B,1,
APT01,1,8/6/1991,N4DF,2,
APT01,1,8/6/1991,N4DU,2,
APT01,1,8/6/1991,R01A,1.8,
APT01,1,8/8/1991,020B,2,
APT01,1,8/8/1991,002C,.,
APT01,1,8/8/1991,004B,0.4,
APT01,1,8/8/1991,HQ,0.5,
APT01,1,8/8/1991,HQ02,0.5,
APT01,1,8/8/1991,K01B,1,
APT01,1,8/8/1991,N01B,1,
APT01,1,8/8/1991,N02B,0.2,
APT01,1,8/8/1991,N4DF,0.6,
APT01,1,8/8/1991,N4DU,1,
APT01,1,8/8/1991,R01A,0.3,
APT01,1,8/16/1991,020B,0,
APT01,1,8/16/1991,002C,0.2,
APT01,1,8/16/1991,004B,0,
APT01,1,8/16/1991,HQ,0.2,
APT01,1,8/16/1991,HQ02,0.4,
APT01,1,8/16/1991,K01B,0.2,
APT01,1,8/16/1991,N01B,0.3,
APT01,1,8/16/1991,N02B,0.4,
APT01,1,8/16/1991,N4DF,0.5,
APT01,1,8/16/1991,N4DU,0,
APT01,1,8/16/1991,R01A,0.2,
APT01,1,8/22/1991,020B,0,
APT01,1,8/22/1991,002C,0.3,
APT01,1,8/22/1991,004B,0,
APT01,1,8/22/1991,HQ,0.2,
APT01,1,8/22/1991,HQ02,0.2,
APT01,1,8/22/1991,K01B,0.3,
APT01,1,8/22/1991,N01B,0.4,
APT01,1,8/22/1991,N02B,0,
APT01,1,8/22/1991,N4DF,0.3,
APT01,1,8/22/1991,N4DU,0,
APT01,1,8/22/1991,R01A,0,
APT01,1,8/23/1991,020B,19,
APT01,1,8/23/1991,002C,31,
APT01,1,8/23/1991,004B,23.5,
APT01,1,8/23/1991,HQ,12.5,
APT01,1,8/23/1991,HQ02,13,
APT01,1,8/23/1991,K01B,15.7,
APT01,1,8/23/1991,N01B,18,
APT01,1,8/23/1991,N02B,16,
APT01,1,8/23/1991,N4DF,18,
APT01,1,8/23/1991,N4DU,29.5,
APT01,1,8/23/1991,R01A,12,
APT01,1,8/30/1991,020B,1,
APT01,1,8/30/1991,002C,2,
APT01,1,8/30/1991,004B,3,
APT01,1,8/30/1991,HQ,0.8,
APT01,1,8/30/1991,HQ02,1,
APT01,1,8/30/1991,K01B,1,
APT01,1,8/30/1991,N01B,1,
APT01,1,8/30/1991,N02B,2.5,
APT01,1,8/30/1991,N4DF,3,
APT01,1,8/30/1991,N4DU,2,
APT01,1,8/30/1991,R01A,0.5,
APT01,1,9/2/1991,020B,0,
APT01,1,9/2/1991,002C,0.5,
APT01,1,9/2/1991,004B,0.2,
APT01,1,9/2/1991,HQ,0.2,
APT01,1,9/2/1991,HQ02,0.2,
APT01,1,9/2/1991,K01B,0.2,
APT01,1,9/2/1991,N01B,1,
APT01,1,9/2/1991,N02B,0.2,
APT01,1,9/2/1991,N4DF,1,
APT01,1,9/2/1991,N4DU,0,
APT01,1,9/2/1991,R01A,0.2,
APT01,1,9/3/1991,020B,3,
APT01,1,9/3/1991,002C,2.5,
APT01,1,9/3/1991,004B,1.2,
APT01,1,9/3/1991,HQ,1,
APT01,1,9/3/1991,HQ02,1.5,
APT01,1,9/3/1991,K01B,1,
APT01,1,9/3/1991,N01B,3,
APT01,1,9/3/1991,N02B,2,
APT01,1,9/3/1991,N4DF,1.2,
APT01,1,9/3/1991,N4DU,2,
APT01,1,9/3/1991,R01A,0.7,
APT01,1,9/7/1991,020B,4.5,
APT01,1,9/7/1991,002C,5,
APT01,1,9/7/1991,004B,7,
APT01,1,9/7/1991,HQ,6.5,
APT01,1,9/7/1991,HQ02,7.3,
APT01,1,9/7/1991,K01B,4.5,
APT01,1,9/7/1991,N01B,4,
APT01,1,9/7/1991,N02B,7,
APT01,1,9/7/1991,N4DF,6,
APT01,1,9/7/1991,N4DU,7,
APT01,1,9/7/1991,R01A,3.3,
APT01,1,9/10/1991,020B,1.3,
APT01,1,9/10/1991,002C,1.5,
APT01,1,9/10/1991,004B,1.4,
APT01,1,9/10/1991,HQ,2.3,
APT01,1,9/10/1991,HQ02,3,
APT01,1,9/10/1991,K01B,1.5,
APT01,1,9/10/1991,N01B,2.2,
APT01,1,9/10/1991,N02B,1,
APT01,1,9/10/1991,N4DF,2.5,
APT01,1,9/10/1991,N4DU,1.7,
APT01,1,9/10/1991,R01A,1,
APT01,1,9/13/1991,020B,2.3,
APT01,1,9/13/1991,002C,3,
APT01,1,9/13/1991,004B,3.7,
APT01,1,9/13/1991,HQ,2.9,
APT01,1,9/13/1991,HQ02,4,
APT01,1,9/13/1991,K01B,3,
APT01,1,9/13/1991,N01B,4.2,
APT01,1,9/13/1991,N02B,3,
APT01,1,9/13/1991,N4DF,3,
APT01,1,9/13/1991,N4DU,3.8,
APT01,1,9/13/1991,R01A,0.5,
APT01,1,9/17/1991,020B,8.5,
APT01,1,9/17/1991,002C,11.2,
APT01,1,9/17/1991,004B,9.5,
APT01,1,9/17/1991,HQ,14.2,
APT01,1,9/17/1991,HQ02,16,
APT01,1,9/17/1991,K01B,9,
APT01,1,9/17/1991,N01B,9.5,
APT01,1,9/17/1991,N02B,13.2,
APT01,1,9/17/1991,N4DF,12,
APT01,1,9/17/1991,N4DU,10,
APT01,1,9/17/1991,R01A,7,
APT01,1,10/25/1991,020B,0.7,
APT01,1,10/25/1991,002C,0.5,
APT01,1,10/25/1991,004B,0,
APT01,1,10/25/1991,HQ,0.8,
APT01,1,10/25/1991,HQ02,0,
APT01,1,10/25/1991,K01B,0,
APT01,1,10/25/1991,N01B,0,
APT01,1,10/25/1991,N02B,0,
APT01,1,10/25/1991,N4DF,0,
APT01,1,10/25/1991,N4DU,0.5,
APT01,1,10/25/1991,R01A,0,
APT01,1,10/26/1991,020B,0,
APT01,1,10/26/1991,002C,0,
APT01,1,10/26/1991,004B,0,
APT01,1,10/26/1991,HQ,0.2,
APT01,1,10/26/1991,HQ02,0,
APT01,1,10/26/1991,K01B,0,
APT01,1,10/26/1991,N01B,0,
APT01,1,10/26/1991,N02B,0,
APT01,1,10/26/1991,N4DF,0,
APT01,1,10/26/1991,N4DU,0,
APT01,1,10/26/1991,R01A,0,
APT01,1,10/28/1991,020B,9,
APT01,1,10/28/1991,002C,10.8,
APT01,1,10/28/1991,004B,11,
APT01,1,10/28/1991,HQ,10,
APT01,1,10/28/1991,HQ02,12,
APT01,1,10/28/1991,K01B,8,
APT01,1,10/28/1991,N01B,8.5,
APT01,1,10/28/1991,N02B,10.2,
APT01,1,10/28/1991,N4DF,9.5,
APT01,1,10/28/1991,N4DU,9.5,
APT01,1,10/28/1991,R01A,6,
APT01,1,10/31/1991,020B,48.5,
APT01,1,10/31/1991,002C,52,
APT01,1,10/31/1991,004B,59,
APT01,1,10/31/1991,HQ,55,
APT01,1,10/31/1991,HQ02,60,
APT01,1,10/31/1991,K01B,43,
APT01,1,10/31/1991,N01B,42.5,
APT01,1,10/31/1991,N02B,58.5,
APT01,1,10/31/1991,N4DF,60,
APT01,1,10/31/1991,N4DU,53,
APT01,1,10/31/1991,R01A,62,
APT01,1,11/1/1991,020B,1.5,
APT01,1,11/1/1991,002C,1.5,
APT01,1,11/1/1991,004B,1.5,
APT01,1,11/1/1991,HQ,1.5,
APT01,1,11/1/1991,HQ02,1.5,
APT01,1,11/1/1991,K01B,2,
APT01,1,11/1/1991,N01B,1.5,
APT01,1,11/1/1991,N02B,1.5,
APT01,1,11/1/1991,N4DF,2,
APT01,1,11/1/1991,N4DU,2,
APT01,1,11/1/1991,R01A,2,
APT01,1,11/6/1991,020B,.,
APT01,1,11/6/1991,002C,.,
APT01,1,11/6/1991,004B,.,
APT01,1,11/6/1991,HQ,0.3,
APT01,1,11/6/1991,HQ02,1,
APT01,1,11/6/1991,K01B,.,
APT01,1,11/6/1991,N01B,.,
APT01,1,11/6/1991,N02B,.,
APT01,1,11/6/1991,N4DF,.,
APT01,1,11/6/1991,N4DU,.,
APT01,1,11/6/1991,R01A,.,
APT01,1,11/11/1991,020B,.,
APT01,1,11/11/1991,002C,.,
APT01,1,11/11/1991,004B,.,
APT01,1,11/11/1991,HQ,6,
APT01,1,11/11/1991,HQ02,7,
APT01,1,11/11/1991,K01B,.,
APT01,1,11/11/1991,N01B,.,
APT01,1,11/11/1991,N02B,.,
APT01,1,11/11/1991,N4DF,.,
APT01,1,11/11/1991,N4DU,.,
APT01,1,11/11/1991,R01A,.,
APT01,1,11/15/1991,020B,.,
APT01,1,11/15/1991,002C,.,
APT01,1,11/15/1991,004B,.,
APT01,1,11/15/1991,HQ,0.2,
APT01,1,11/15/1991,HQ02,0.3,
APT01,1,11/15/1991,K01B,.,
APT01,1,11/15/1991,N01B,.,
APT01,1,11/15/1991,N02B,.,
APT01,1,11/15/1991,N4DF,.,
APT01,1,11/15/1991,N4DU,.,
APT01,1,11/15/1991,R01A,.,
APT01,1,11/16/1991,020B,.,
APT01,1,11/16/1991,002C,.,
APT01,1,11/16/1991,004B,.,
APT01,1,11/16/1991,HQ,15.8,
APT01,1,11/16/1991,HQ02,15.5,
APT01,1,11/16/1991,K01B,.,
APT01,1,11/16/1991,N01B,.,
APT01,1,11/16/1991,N02B,.,
APT01,1,11/16/1991,N4DF,.,
APT01,1,11/16/1991,N4DU,.,
APT01,1,11/16/1991,R01A,.,
APT01,1,11/17/1991,020B,.,
APT01,1,11/17/1991,002C,.,
APT01,1,11/17/1991,004B,.,
APT01,1,11/17/1991,HQ,4.2,
APT01,1,11/17/1991,HQ02,5,
APT01,1,11/17/1991,K01B,.,
APT01,1,11/17/1991,N01B,.,
APT01,1,11/17/1991,N02B,.,
APT01,1,11/17/1991,N4DF,.,
APT01,1,11/17/1991,N4DU,.,
APT01,1,11/17/1991,R01A,.,
APT01,1,11/22/1991,020B,.,
APT01,1,11/22/1991,002C,.,
APT01,1,11/22/1991,004B,.,
APT01,1,11/22/1991,HQ,5.3,
APT01,1,11/22/1991,HQ02,5.3,
APT01,1,11/22/1991,K01B,.,
APT01,1,11/22/1991,N01B,.,
APT01,1,11/22/1991,N02B,.,
APT01,1,11/22/1991,N4DF,.,
APT01,1,11/22/1991,N4DU,.,
APT01,1,11/22/1991,R01A,.,
APT01,1,11/29/1991,020B,.,
APT01,1,11/29/1991,002C,.,
APT01,1,11/29/1991,004B,.,
APT01,1,11/29/1991,HQ,7.3,
APT01,1,11/29/1991,HQ02,7.4,
APT01,1,11/29/1991,K01B,.,
APT01,1,11/29/1991,N01B,.,
APT01,1,11/29/1991,N02B,.,
APT01,1,11/29/1991,N4DF,.,
APT01,1,11/29/1991,N4DU,.,
APT01,1,11/29/1991,R01A,.,
APT01,1,12/11/1991,020B,.,
APT01,1,12/11/1991,002C,.,
APT01,1,12/11/1991,004B,.,
APT01,1,12/11/1991,HQ,7,
APT01,1,12/11/1991,HQ02,8.4,
APT01,1,12/11/1991,K01B,.,
APT01,1,12/11/1991,N01B,.,
APT01,1,12/11/1991,N02B,.,
APT01,1,12/11/1991,N4DF,.,
APT01,1,12/11/1991,N4DU,.,
APT01,1,12/11/1991,R01A,.,
APT01,1,12/12/1991,020B,.,
APT01,1,12/12/1991,002C,.,
APT01,1,12/12/1991,004B,.,
APT01,1,12/12/1991,HQ,4.3,
APT01,1,12/12/1991,HQ02,4.2,
APT01,1,12/12/1991,K01B,.,
APT01,1,12/12/1991,N01B,.,
APT01,1,12/12/1991,N02B,.,
APT01,1,12/12/1991,N4DF,.,
APT01,1,12/12/1991,N4DU,.,
APT01,1,12/12/1991,R01A,.,
APT01,1,12/19/1991,020B,.,
APT01,1,12/19/1991,002C,.,
APT01,1,12/19/1991,004B,.,
APT01,1,12/19/1991,HQ,8,
APT01,1,12/19/1991,HQ02,9,
APT01,1,12/19/1991,K01B,.,
APT01,1,12/19/1991,N01B,.,
APT01,1,12/19/1991,N02B,.,
APT01,1,12/19/1991,N4DF,.,
APT01,1,12/19/1991,N4DU,.,
APT01,1,12/19/1991,R01A,.,
APT01,1,12/20/1991,020B,.,
APT01,1,12/20/1991,002C,.,
APT01,1,12/20/1991,004B,.,
APT01,1,12/20/1991,HQ,12,
APT01,1,12/20/1991,HQ02,14,
APT01,1,12/20/1991,K01B,.,
APT01,1,12/20/1991,N01B,.,
APT01,1,12/20/1991,N02B,.,
APT01,1,12/20/1991,N4DF,.,
APT01,1,12/20/1991,N4DU,.,
APT01,1,12/20/1991,R01A,.,
APT01,1,12/22/1991,020B,.,
APT01,1,12/22/1991,002C,.,
APT01,1,12/22/1991,004B,.,
APT01,1,12/22/1991,HQ,6,
APT01,1,12/22/1991,HQ02,6,
APT01,1,12/22/1991,K01B,.,
APT01,1,12/22/1991,N01B,.,
APT01,1,12/22/1991,N02B,.,
APT01,1,12/22/1991,N4DF,.,
APT01,1,12/22/1991,N4DU,.,
APT01,1,12/22/1991,R01A,.,
APT01,1,12/23/1991,020B,.,
APT01,1,12/23/1991,002C,.,
APT01,1,12/23/1991,004B,.,
APT01,1,12/23/1991,HQ,5,
APT01,1,12/23/1991,HQ02,5.7,
APT01,1,12/23/1991,K01B,.,
APT01,1,12/23/1991,N01B,.,
APT01,1,12/23/1991,N02B,.,
APT01,1,12/23/1991,N4DF,.,
APT01,1,12/23/1991,N4DU,.,
APT01,1,12/23/1991,R01A,.,
APT01,1,12/27/1991,020B,.,
APT01,1,12/27/1991,002C,.,
APT01,1,12/27/1991,004B,.,
APT01,1,12/27/1991,HQ,1,
APT01,1,12/27/1991,HQ02,1,
APT01,1,12/27/1991,K01B,.,
APT01,1,12/27/1991,N01B,.,
APT01,1,12/27/1991,N02B,.,
APT01,1,12/27/1991,N4DF,.,
APT01,1,12/27/1991,N4DU,.,
APT01,1,12/27/1991,R01A,.,
APT01,1,12/31/1991,020B,.,
APT01,1,12/31/1991,002C,.,
APT01,1,12/31/1991,004B,.,
APT01,1,12/31/1991,HQ,2.9,
APT01,1,12/31/1991,HQ02,4,
APT01,1,12/31/1991,K01B,.,
APT01,1,12/31/1991,N01B,.,
APT01,1,12/31/1991,N02B,.,
APT01,1,12/31/1991,N4DF,.,
APT01,1,12/31/1991,N4DU,.,
APT01,1,12/31/1991,R01A,.,
APT01,1,1/1/1992,020B,.,
APT01,1,1/1/1992,002C,.,
APT01,1,1/1/1992,004B,.,
APT01,1,1/1/1992,HQ,2,
APT01,1,1/1/1992,HQ02,3,
APT01,1,1/1/1992,K01B,.,
APT01,1,1/1/1992,N01B,.,
APT01,1,1/1/1992,N02B,.,
APT01,1,1/1/1992,N4DF,.,
APT01,1,1/1/1992,N4DU,.,
APT01,1,1/1/1992,R01A,.,
APT01,1,1/2/1992,020B,.,
APT01,1,1/2/1992,002C,.,
APT01,1,1/2/1992,004B,.,
APT01,1,1/2/1992,HQ,0.5,
APT01,1,1/2/1992,HQ02,0.5,
APT01,1,1/2/1992,K01B,.,
APT01,1,1/2/1992,N01B,.,
APT01,1,1/2/1992,N02B,.,
APT01,1,1/2/1992,N4DF,.,
APT01,1,1/2/1992,N4DU,.,
APT01,1,1/2/1992,R01A,.,
APT01,1,1/4/1992,020B,.,
APT01,1,1/4/1992,002C,.,
APT01,1,1/4/1992,004B,.,
APT01,1,1/4/1992,HQ,0.2,
APT01,1,1/4/1992,HQ02,0.2,
APT01,1,1/4/1992,K01B,.,
APT01,1,1/4/1992,N01B,.,
APT01,1,1/4/1992,N02B,.,
APT01,1,1/4/1992,N4DF,.,
APT01,1,1/4/1992,N4DU,.,
APT01,1,1/4/1992,R01A,.,
APT01,1,1/5/1992,020B,.,
APT01,1,1/5/1992,002C,.,
APT01,1,1/5/1992,004B,.,
APT01,1,1/5/1992,HQ,4.1,
APT01,1,1/5/1992,HQ02,5,
APT01,1,1/5/1992,K01B,.,
APT01,1,1/5/1992,N01B,.,
APT01,1,1/5/1992,N02B,.,
APT01,1,1/5/1992,N4DF,.,
APT01,1,1/5/1992,N4DU,.,
APT01,1,1/5/1992,R01A,.,
APT01,1,1/12/1992,020B,.,
APT01,1,1/12/1992,002C,.,
APT01,1,1/12/1992,004B,.,
APT01,1,1/12/1992,HQ,1.8,
APT01,1,1/12/1992,HQ02,2,
APT01,1,1/12/1992,K01B,.,
APT01,1,1/12/1992,N01B,.,
APT01,1,1/12/1992,N02B,.,
APT01,1,1/12/1992,N4DF,.,
APT01,1,1/12/1992,N4DU,.,
APT01,1,1/12/1992,R01A,.,
APT01,1,1/22/1992,020B,.,
APT01,1,1/22/1992,002C,.,
APT01,1,1/22/1992,004B,.,
APT01,1,1/22/1992,HQ,15,
APT01,1,1/22/1992,HQ02,15,
APT01,1,1/22/1992,K01B,.,
APT01,1,1/22/1992,N01B,.,
APT01,1,1/22/1992,N02B,.,
APT01,1,1/22/1992,N4DF,.,
APT01,1,1/22/1992,N4DU,.,
APT01,1,1/22/1992,R01A,.,
APT01,1,2/11/1992,020B,.,
APT01,1,2/11/1992,002C,.,
APT01,1,2/11/1992,004B,.,
APT01,1,2/11/1992,HQ,1.6,
APT01,1,2/11/1992,HQ02,3,
APT01,1,2/11/1992,K01B,.,
APT01,1,2/11/1992,N01B,.,
APT01,1,2/11/1992,N02B,.,
APT01,1,2/11/1992,N4DF,.,
APT01,1,2/11/1992,N4DU,.,
APT01,1,2/11/1992,R01A,.,
APT01,1,2/13/1992,020B,.,
APT01,1,2/13/1992,002C,.,
APT01,1,2/13/1992,004B,.,
APT01,1,2/13/1992,HQ,2,
APT01,1,2/13/1992,HQ02,2.3,
APT01,1,2/13/1992,K01B,.,
APT01,1,2/13/1992,N01B,.,
APT01,1,2/13/1992,N02B,.,
APT01,1,2/13/1992,N4DF,.,
APT01,1,2/13/1992,N4DU,.,
APT01,1,2/13/1992,R01A,.,
APT01,1,2/14/1992,020B,.,
APT01,1,2/14/1992,002C,.,
APT01,1,2/14/1992,004B,.,
APT01,1,2/14/1992,HQ,4.5,
APT01,1,2/14/1992,HQ02,6,
APT01,1,2/14/1992,K01B,.,
APT01,1,2/14/1992,N01B,.,
APT01,1,2/14/1992,N02B,.,
APT01,1,2/14/1992,N4DF,.,
APT01,1,2/14/1992,N4DU,.,
APT01,1,2/14/1992,R01A,.,
APT01,1,2/17/1992,020B,.,
APT01,1,2/17/1992,002C,.,
APT01,1,2/17/1992,004B,.,
APT01,1,2/17/1992,HQ,1.9,
APT01,1,2/17/1992,HQ02,2,
APT01,1,2/17/1992,K01B,.,
APT01,1,2/17/1992,N01B,.,
APT01,1,2/17/1992,N02B,.,
APT01,1,2/17/1992,N4DF,.,
APT01,1,2/17/1992,N4DU,.,
APT01,1,2/17/1992,R01A,.,
APT01,1,2/26/1992,020B,.,
APT01,1,2/26/1992,002C,.,
APT01,1,2/26/1992,004B,.,
APT01,1,2/26/1992,HQ,0.8,
APT01,1,2/26/1992,HQ02,0.8,
APT01,1,2/26/1992,K01B,.,
APT01,1,2/26/1992,N01B,.,
APT01,1,2/26/1992,N02B,.,
APT01,1,2/26/1992,N4DF,.,
APT01,1,2/26/1992,N4DU,.,
APT01,1,2/26/1992,R01A,.,
APT01,1,3/4/1992,020B,.,
APT01,1,3/4/1992,002C,.,
APT01,1,3/4/1992,004B,.,
APT01,1,3/4/1992,HQ,2.7,
APT01,1,3/4/1992,HQ02,2.7,
APT01,1,3/4/1992,K01B,.,
APT01,1,3/4/1992,N01B,.,
APT01,1,3/4/1992,N02B,.,
APT01,1,3/4/1992,N4DF,.,
APT01,1,3/4/1992,N4DU,.,
APT01,1,3/4/1992,R01A,.,
APT01,1,3/5/1992,020B,.,
APT01,1,3/5/1992,002C,.,
APT01,1,3/5/1992,004B,.,
APT01,1,3/5/1992,HQ,22.3,
APT01,1,3/5/1992,HQ02,22,
APT01,1,3/5/1992,K01B,.,
APT01,1,3/5/1992,N01B,.,
APT01,1,3/5/1992,N02B,.,
APT01,1,3/5/1992,N4DF,.,
APT01,1,3/5/1992,N4DU,.,
APT01,1,3/5/1992,R01A,.,
