DATACODE,RECTYPE,Recyear,Recmonth,Recday,Watershed_name,Soil_type,Repsite,Spp_code,Species,Genus,Spp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Total,COMMENTS,Family,Suborder
CGR02,2,2003,7,21,N20B,fl,b,10,Melanoplus scudderi,Melanoplus,scudderi,1,NA,NA,NA,NA,NA,1,NA,NA,1,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,13,Melanoplus packardii,Melanoplus,packardii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,1,2,1,1,NA,1,2,NA,NA,2,10,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,21,Orphulella speciosa,Orphulella,speciosa,3,NA,NA,NA,NA,3,2,NA,1,NA,9,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,22,Mermiria picta,Mermiria,picta,1,1,NA,2,NA,2,NA,NA,1,1,8,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,29,Ageneotettix deorum,Ageneotettix,deorum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,4,Hypochlora alba,Hypochlora,alba,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,11,Melanoplus sanguinipes,Melanoplus,sanguinipes,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,26,Boopedon auriventris,Boopedon,auriventris,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,21,N20B,fl,b,20,Syrbula admirabilis,Syrbula,admirabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,5,Campylacantha olivacea,Campylacantha,olivacea,2,NA,1,NA,NA,1,NA,NA,NA,1,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,1,NA,2,2,1,2,3,2,1,3,17,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,21,Orphulella speciosa,Orphulella,speciosa,NA,3,5,6,NA,3,1,NA,2,5,25,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,NA,NA,1,1,NA,NA,NA,NA,NA,2,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,13,Melanoplus packardii,Melanoplus,packardii,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,2,NA,NA,1,NA,1,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,22,Mermiria picta,Mermiria,picta,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,2,Schistocerca lineata,Schistocerca,lineata,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,5,Campylacantha olivacea,Campylacantha,olivacea,1,1,NA,NA,NA,NA,3,NA,NA,1,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,4,6,4,3,2,6,3,2,2,1,33,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,2,NA,NA,1,1,NA,NA,3,3,2,12,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,21,Orphulella speciosa,Orphulella,speciosa,18,6,9,5,16,10,10,4,9,4,91,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,22,Mermiria picta,Mermiria,picta,1,NA,2,NA,NA,NA,1,NA,1,1,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,28,Boopedon gracile,Boopedon,gracile,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,20,Syrbula admirabilis,Syrbula,admirabilis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,23,Mermiria bivittata,Mermiria,bivittata,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,1D,fl,b,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,5,Campylacantha olivacea,Campylacantha,olivacea,NA,2,NA,1,NA,NA,NA,NA,NA,NA,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,NA,3,NA,2,NA,2,2,NA,2,1,12,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,10,Melanoplus scudderi,Melanoplus,scudderi,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,NA,2,NA,1,NA,NA,1,NA,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,21,Orphulella speciosa,Orphulella,speciosa,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,a,7,Hesperotettix viridis,Hesperotettix,viridis,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,1,1,2,NA,1,NA,NA,NA,2,NA,7,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,1,NA,1,NA,NA,NA,NA,NA,2,1,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,7,Hesperotettix viridis,Hesperotettix,viridis,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,6,Hesperotettix speciosus,Hesperotettix,speciosus,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,10,Melanoplus scudderi,Melanoplus,scudderi,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,5,Campylacantha olivacea,Campylacantha,olivacea,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,4B,fl,b,22,Mermiria picta,Mermiria,picta,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,1,NA,NA,1,5,1,2,NA,1,1,12,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,2,NA,NA,NA,2,NA,NA,NA,NA,1,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,22,Mermiria picta,Mermiria,picta,1,NA,NA,NA,1,NA,2,NA,NA,1,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,23,Mermiria bivittata,Mermiria,bivittata,1,3,NA,NA,1,1,NA,1,1,1,9,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,13,Melanoplus packardii,Melanoplus,packardii,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,21,Orphulella speciosa,Orphulella,speciosa,NA,NA,NA,NA,1,NA,2,NA,2,1,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,28,Boopedon gracile,Boopedon,gracile,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,6,Hesperotettix speciosus,Hesperotettix,speciosus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,4,2,3,5,2,3,1,2,1,NA,23,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,1,NA,NA,NA,NA,1,2,1,NA,1,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,22,Mermiria picta,Mermiria,picta,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,21,Orphulella speciosa,Orphulella,speciosa,NA,1,1,1,NA,1,NA,1,NA,3,8,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,20,Syrbula admirabilis,Syrbula,admirabilis,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,4F,fl,b,23,Mermiria bivittata,Mermiria,bivittata,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,4,Hypochlora alba,Hypochlora,alba,2,NA,2,6,NA,NA,NA,NA,NA,NA,10,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,5,Campylacantha olivacea,Campylacantha,olivacea,1,NA,NA,1,NA,NA,2,NA,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,1,5,3,3,1,1,NA,NA,1,4,19,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,21,Orphulella speciosa,Orphulella,speciosa,3,2,2,5,1,NA,2,1,NA,3,19,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,NA,2,NA,3,2,1,NA,NA,NA,NA,8,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,6,Hesperotettix speciosus,Hesperotettix,speciosus,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,1,1,1,NA,NA,1,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,22,Mermiria picta,Mermiria,picta,NA,NA,NA,2,NA,1,NA,NA,NA,NA,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,23,Mermiria bivittata,Mermiria,bivittata,NA,NA,NA,NA,1,NA,NA,1,1,1,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,10,Melanoplus scudderi,Melanoplus,scudderi,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,2,NA,1,NA,NA,NA,NA,1,1,NA,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,NA,1,NA,1,NA,1,NA,1,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,23,Mermiria bivittata,Mermiria,bivittata,NA,1,NA,NA,1,NA,1,NA,1,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,4,Hypochlora alba,Hypochlora,alba,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,22,Mermiria picta,Mermiria,picta,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,21,Orphulella speciosa,Orphulella,speciosa,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,NA,NA,NA,NA,NA,1,1,1,3,1,7,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,10,Melanoplus scudderi,Melanoplus,scudderi,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,24,Opeia obscura,Opeia,obscura,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,20B,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,2,Schistocerca lineata,Schistocerca,lineata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,6,Hesperotettix speciosus,Hesperotettix,speciosus,1,NA,NA,NA,NA,1,1,NA,1,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,3,1,3,2,1,NA,5,NA,NA,2,17,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,7,6,NA,1,NA,NA,NA,NA,NA,NA,14,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,13,Melanoplus packardii,Melanoplus,packardii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,6,2,5,4,1,1,4,NA,2,NA,25,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,1,1,NA,NA,1,NA,NA,NA,1,1,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,23,Mermiria bivittata,Mermiria,bivittata,3,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,29,Ageneotettix deorum,Ageneotettix,deorum,4,3,5,3,NA,1,NA,NA,NA,2,18,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,39,Pardalophora haldemani,Pardalophora,haldemani,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,4,Hypochlora alba,Hypochlora,alba,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,5,Campylacantha olivacea,Campylacantha,olivacea,NA,4,2,5,2,1,2,NA,1,4,21,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,10,Melanoplus scudderi,Melanoplus,scudderi,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,21,Orphulella speciosa,Orphulella,speciosa,NA,3,5,1,2,NA,2,NA,1,5,19,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,31,Chortophaga viridifasciata,Chortophaga,viridifasciata,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,22,Mermiria picta,Mermiria,picta,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,a,7,Hesperotettix viridis,Hesperotettix,viridis,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,21,Orphulella speciosa,Orphulella,speciosa,1,NA,6,8,2,6,1,2,10,2,38,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,22,Mermiria picta,Mermiria,picta,1,1,1,NA,NA,NA,NA,NA,NA,1,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,25,Pseudopomala brachyptera,Pseudopomala,brachyptera,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,5,Campylacantha olivacea,Campylacantha,olivacea,NA,10,3,NA,5,1,1,NA,7,NA,27,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,11,Melanoplus sanguinipes,Melanoplus,sanguinipes,NA,6,2,NA,NA,NA,NA,NA,NA,NA,8,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,NA,5,2,1,1,NA,NA,1,16,NA,26,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,24,Opeia obscura,Opeia,obscura,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,29,Ageneotettix deorum,Ageneotettix,deorum,NA,1,6,1,3,NA,4,4,5,NA,24,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,NA,NA,1,2,NA,NA,2,NA,2,NA,7,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,NA,NA,4,NA,3,4,1,NA,3,1,16,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,4,Hypochlora alba,Hypochlora,alba,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,6,Hesperotettix speciosus,Hesperotettix,speciosus,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,13,Melanoplus packardii,Melanoplus,packardii,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,23,Mermiria bivittata,Mermiria,bivittata,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,31,Chortophaga viridifasciata,Chortophaga,viridifasciata,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,15,N1B,fl,b,39,Pardalophora haldemani,Pardalophora,haldemani,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,5,Campylacantha olivacea,Campylacantha,olivacea,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,12,Melanoplus femurrubrum,Melanoplus,femurrubrum,1,NA,NA,NA,2,2,NA,1,NA,NA,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,15,Melanoplus keeleri,Melanoplus,keeleri,1,NA,2,2,NA,6,NA,1,5,2,19,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,17,Melanoplus confusus,Melanoplus,confusus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,21,Orphulella speciosa,Orphulella,speciosa,1,NA,NA,1,2,3,7,3,3,4,24,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,29,Ageneotettix deorum,Ageneotettix,deorum,2,NA,NA,NA,NA,NA,4,NA,NA,NA,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,31,Chortophaga viridifasciata,Chortophaga,viridifasciata,2,NA,NA,1,NA,NA,NA,NA,1,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,NA,2,1,1,1,5,3,NA,1,1,15,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,22,Mermiria picta,Mermiria,picta,NA,1,1,NA,1,NA,1,NA,NA,NA,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,23,Mermiria bivittata,Mermiria,bivittata,NA,NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,7,Hesperotettix viridis,Hesperotettix,viridis,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,10,Melanoplus scudderi,Melanoplus,scudderi,NA,NA,NA,NA,NA,3,NA,NA,NA,1,4,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,11,Melanoplus sanguinipes,Melanoplus,sanguinipes,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,24,Opeia obscura,Opeia,obscura,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,a,6,Hesperotettix speciosus,Hesperotettix,speciosus,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,6,Hesperotettix speciosus,Hesperotettix,speciosus,1,NA,1,NA,1,NA,NA,NA,NA,NA,3,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,7,Hesperotettix viridis,Hesperotettix,viridis,2,NA,NA,NA,1,1,NA,1,1,NA,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,9,Phoetaliotes nebrascensis,Phoetaliotes,nebrascensis,1,1,NA,NA,2,2,1,NA,NA,1,8,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,15,Melanoplus keeleri,Melanoplus,keeleri,7,NA,4,NA,NA,3,4,1,2,1,22,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,21,Orphulella speciosa,Orphulella,speciosa,3,4,3,1,3,8,7,3,8,9,49,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,23,Mermiria bivittata,Mermiria,bivittata,2,NA,NA,NA,NA,NA,1,1,2,NA,6,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,29,Ageneotettix deorum,Ageneotettix,deorum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,31,Chortophaga viridifasciata,Chortophaga,viridifasciata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,10,Melanoplus scudderi,Melanoplus,scudderi,NA,NA,1,NA,NA,1,NA,NA,NA,3,5,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,16,Melanoplus bivittatus,Melanoplus,bivittatus,NA,NA,1,NA,1,3,1,2,NA,1,9,NA,Acrididae,Caelifera
CGR02,2,2003,7,16,N4A,fl,b,5,Campylacantha olivacea,Campylacantha,olivacea,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,Acrididae,Caelifera
