Datacode,Rectype,Recyear,Recmonth,Recday,Season,Transect,Watershed_name,Observation_number,Species,AOU_code,Common_name,Distance,Count,Sex,Status,Comments,Time,Duration,Observer
CBP01,1,1997,6,6,1997-3,4,4A,27,CARN,NOCA,Northern Cardinal,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,6,1997-3,4,4A,28,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,6,1997-3,4,4A,29,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,1,DICK,DICK,Dickcissel,23,1,U,U,NA,Start=0630 CT: End=0655 CT,25,J.L. Zimmerman
CBP01,1,1997,6,2,1997-3,6,N1B,2,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,3,FLDS,FISP,Field Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,4,DICK,DICK,Dickcissel,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,5,GRAS,GRSP,Grasshopper Sparrow,6,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,6,BOBW,NOBO,Northern Bobwhite,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,7,MDOV,MODO,Mourning Dove,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,8,NITE,CONI,Common Nighthawk,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,9,BLGR,BLGR,Blue Grosbeak,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,10,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,11,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,12,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,13,THRA,BRTH,Brown Thrasher,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,14,DICK,DICK,Dickcissel,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,15,GRAS,GRSP,Grasshopper Sparrow,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,16,FLDS,FISP,Field Sparrow,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,17,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,18,BLGR,BLGR,Blue Grosbeak,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,19,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,20,BOBW,NOBO,Northern Bobwhite,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,6,N1B,21,UPLD,UPSA,Upland Sandpiper,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,1,GRAS,GRSP,Grasshopper Sparrow,24,1,U,U,NA,Start=0705 CT: End=0740 CT,35,J.L. Zimmerman
CBP01,1,1997,6,2,1997-3,8,1D,2,GRAS,GRSP,Grasshopper Sparrow,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,3,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,4,DICK,DICK,Dickcissel,14,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,5,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,6,EMDL,EAME,Eastern Meadowlark,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,7,DICK,DICK,Dickcissel,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,8,EKNG,EAKI,Eastern Kingbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,9,DICK,DICK,Dickcissel,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,10,RWBB,RWBL,Red-winged Blackbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,11,EMDL,EAME,Eastern Meadowlark,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,12,DICK,DICK,Dickcissel,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,13,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,14,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,15,EMDL,EAME,Eastern Meadowlark,90,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,16,EKNG,EAKI,Eastern Kingbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,17,DICK,DICK,Dickcissel,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,18,YTHR,COYE,Common Yellowthroat,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,19,MDOV,MODO,Mourning Dove,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,20,BOBW,NOBO,Northern Bobwhite,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,21,DICK,DICK,Dickcissel,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,22,RWBB,RWBL,Red-winged Blackbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,23,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,24,BHCB,BHCO,Brown-headed Cowbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,25,EMDL,EAME,Eastern Meadowlark,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,26,DICK,DICK,Dickcissel,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,27,GRAS,GRSP,Grasshopper Sparrow,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,28,MDOV,MODO,Mourning Dove,25,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,29,MDOV,MODO,Mourning Dove,25,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,30,GRAS,GRSP,Grasshopper Sparrow,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,31,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,32,DICK,DICK,Dickcissel,45,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,33,BOBW,NOBO,Northern Bobwhite,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,34,EMDL,EAME,Eastern Meadowlark,8,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,35,RWBB,RWBL,Red-winged Blackbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,36,RWBB,RWBL,Red-winged Blackbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,37,RWBB,RWBL,Red-winged Blackbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,38,EMDL,EAME,Eastern Meadowlark,1,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,39,EMDL,EAME,Eastern Meadowlark,90,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,40,RWBB,RWBL,Red-winged Blackbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,41,EMDL,EAME,Eastern Meadowlark,105,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,42,EKNG,EAKI,Eastern Kingbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,43,EKNG,EAKI,Eastern Kingbird,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,44,BHCB,BHCO,Brown-headed Cowbird,68,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,45,BHCB,BHCO,Brown-headed Cowbird,68,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,46,DICK,DICK,Dickcissel,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,47,RWBB,RWBL,Red-winged Blackbird,14,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,48,BHCB,BHCO,Brown-headed Cowbird,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,49,BHCB,BHCO,Brown-headed Cowbird,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,50,BHCB,BHCO,Brown-headed Cowbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,51,RWBB,RWBL,Red-winged Blackbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,52,RWBB,RWBL,Red-winged Blackbird,14,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,53,RWBB,RWBL,Red-winged Blackbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,54,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,55,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,56,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,57,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,58,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,59,DICK,DICK,Dickcissel,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,60,EMDL,EAME,Eastern Meadowlark,90,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,61,RWBB,RWBL,Red-winged Blackbird,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,2,1997-3,8,1D,62,RWBB,RWBL,Red-winged Blackbird,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,1,DICK,DICK,Dickcissel,18,1,U,U,NA,Start=0840 CT: End=0900 CT,20,J.L. Zimmerman
CBP01,1,1997,6,4,1997-3,14,20B,2,CATB,GRCA,Gray Catbird,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,3,RWBB,RWBL,Red-winged Blackbird,8,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,4,NOOR,BAOR,Baltimore Oriole,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,5,NOOR,BAOR,Baltimore Oriole,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,6,BHCB,BHCO,Brown-headed Cowbird,25,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,7,BHCB,BHCO,Brown-headed Cowbird,25,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,8,YLWB,YEWA,Yellow Warbler,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,9,EMDL,EAME,Eastern Meadowlark,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,10,RWBB,RWBL,Red-winged Blackbird,23,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,11,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,12,BLVO,BEVI,Bell's Vireo,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,13,EMDL,EAME,Eastern Meadowlark,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,14,GRAS,GRSP,Grasshopper Sparrow,90,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,15,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,16,YTHR,COYE,Common Yellowthroat,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,17,GLFH,AMGO,American Goldfinch,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,18,FLDS,FISP,Field Sparrow,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,19,THRA,BRTH,Brown Thrasher,6,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,20,BLVO,BEVI,Bell's Vireo,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,21,THRA,BRTH,Brown Thrasher,1,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,22,FLDS,FISP,Field Sparrow,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,4,1997-3,14,20B,23,BLVO,BEVI,Bell's Vireo,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,1,UPLD,UPSA,Upland Sandpiper,3,1,U,U,NA,Start=0630 CT: End=0740 CT,70,J.L. Zimmerman
CBP01,1,1997,6,3,1997-3,18,N20B,2,UPLD,UPSA,Upland Sandpiper,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,3,THRA,BRTH,Brown Thrasher,6,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,4,THRA,BRTH,Brown Thrasher,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,5,EMDL,EAME,Eastern Meadowlark,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,6,GRAS,GRSP,Grasshopper Sparrow,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,7,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,8,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,9,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,10,BHCB,BHCO,Brown-headed Cowbird,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,11,BHCB,BHCO,Brown-headed Cowbird,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,12,BOBW,NOBO,Northern Bobwhite,25,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,13,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,14,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,15,YTHR,COYE,Common Yellowthroat,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,16,DICK,DICK,Dickcissel,28,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,17,DICK,DICK,Dickcissel,28,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,18,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,19,BLVO,BEVI,Bell's Vireo,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,20,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,21,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,22,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,23,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,24,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,25,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,26,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,27,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,28,BHCB,BHCO,Brown-headed Cowbird,75,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,29,BHCB,BHCO,Brown-headed Cowbird,76,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,30,EMDL,EAME,Eastern Meadowlark,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,32,GRAS,GRSP,Grasshopper Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,33,DICK,DICK,Dickcissel,27,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,34,BHCB,BHCO,Brown-headed Cowbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,35,FLDS,FISP,Field Sparrow,12,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,36,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,37,BLVO,BEVI,Bell's Vireo,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,38,DICK,DICK,Dickcissel,90,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,39,BHCB,BHCO,Brown-headed Cowbird,105,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,40,DICK,DICK,Dickcissel,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,41,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,42,GRAS,GRSP,Grasshopper Sparrow,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,43,EMDL,EAME,Eastern Meadowlark,8,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,45,THRA,BRTH,Brown Thrasher,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,46,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,47,GRAS,GRSP,Grasshopper Sparrow,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,48,BHCB,BHCO,Brown-headed Cowbird,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,49,DICK,DICK,Dickcissel,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,50,CATB,GRCA,Gray Catbird,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,51,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,52,BHCB,BHCO,Brown-headed Cowbird,40,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,53,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,54,BHCB,BHCO,Brown-headed Cowbird,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,55,GRAS,GRSP,Grasshopper Sparrow,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,56,DICK,DICK,Dickcissel,8,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,57,BOBW,NOBO,Northern Bobwhite,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,58,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,59,EMDL,EAME,Eastern Meadowlark,60,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,60,YTHR,COYE,Common Yellowthroat,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,61,DICK,DICK,Dickcissel,21,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,62,EMDL,EAME,Eastern Meadowlark,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,63,EMDL,EAME,Eastern Meadowlark,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,64,BHCB,BHCO,Brown-headed Cowbird,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,65,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,66,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,67,DICK,DICK,Dickcissel,15,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,68,BOBW,NOBO,Northern Bobwhite,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,69,DICK,DICK,Dickcissel,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,70,EMDL,EAME,Eastern Meadowlark,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,71,BHCB,BHCO,Brown-headed Cowbird,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,72,THRA,BRTH,Brown Thrasher,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,73,DICK,DICK,Dickcissel,5,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,74,GRAS,GRSP,Grasshopper Sparrow,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,75,EMDL,EAME,Eastern Meadowlark,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,76,BOBW,NOBO,Northern Bobwhite,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,77,GRAS,GRSP,Grasshopper Sparrow,1,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,78,UPLD,UPSA,Upland Sandpiper,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,79,HWRN,HOWR,House Wren,38,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,80,DICK,DICK,Dickcissel,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,81,DICK,DICK,Dickcissel,9,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,82,BHCB,BHCO,Brown-headed Cowbird,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,83,BHCB,BHCO,Brown-headed Cowbird,2,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,84,BOBW,NOBO,Northern Bobwhite,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,85,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,86,DICK,DICK,Dickcissel,8,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,87,BLGR,BLGR,Blue Grosbeak,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,88,EMDL,EAME,Eastern Meadowlark,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,89,GRAS,GRSP,Grasshopper Sparrow,3,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,91,YTHR,COYE,Common Yellowthroat,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,92,DICK,DICK,Dickcissel,30,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,93,CARN,NOCA,Northern Cardinal,46,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,94,FLDS,FISP,Field Sparrow,21,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,95,EKNG,EAKI,Eastern Kingbird,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,97,BHCB,BHCO,Brown-headed Cowbird,14,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,98,BHCB,BHCO,Brown-headed Cowbird,14,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,99,GCFC,GCFL,Great Crested Flycatcher,18,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,100,BLVO,BEVI,Bell's Vireo,24,1,U,U,NA,NA,NA,NA
CBP01,1,1997,6,3,1997-3,18,N20B,101,UPLD,UPSA,Upland Sandpiper,11,1,U,U,NA,NA,NA,NA
CBP01,1,1998,1,17,1998-1,1,N4D,1,GLEA,GOEA,Golden Eagle,15,1,U,U,NA,Start=0750 CT: End=0815 CT,25,J.L. Zimmerman
CBP01,1,1998,1,17,1998-1,1,N4D,2,FLIK,NOFL,Northern Flicker,60,1,U,U,NA,NA,NA,NA
CBP01,1,1998,1,17,1998-1,1,N4D,3,FLIK,NOFL,Northern Flicker,60,1,U,U,NA,NA,NA,NA
