DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,FIRSTINSTAR,SECTHIRDINSTAR,FORTHINSTAR,FIFTHINSTAR,FEMALE,MALE,TOTAL,COMMENTS
CGR02,3,1987,7,28,004f,fl,b,15,melanoplus keeleri,,2,1,,,,3,
CGR02,3,1987,7,28,004f,fl,b,8,hesperotet species,,1,,,,,1,
CGR02,3,1987,7,28,004f,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,29,002d,fl,a,27,orphulella speciosa,,,,,2,1,3,
CGR02,3,1987,7,29,002d,fl,a,9,phoetaliot nebrascen,,2,2,,,,4,
CGR02,3,1987,7,29,002d,fl,a,10,melanoplus scudderi,,,1,2,,,3,
CGR02,3,1987,7,29,002d,fl,b,27,orphulella speciosa,,,,1,2,2,5,
CGR02,3,1987,7,29,002d,fl,b,9,phoetaliot nebrascen,,1,4,,,,5,
CGR02,3,1987,7,29,002d,fl,b,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,1987,7,29,002d,fl,b,15,melanoplus keeleri,,,,1,,,1,
CGR02,3,1987,7,29,002d,fl,b,8,hesperotet species,,1,,,,,1,
CGR02,3,1987,7,29,002d,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,29,002d,fl,b,25,eritettix simplex,,1,,,,,1,
CGR02,3,1987,7,29,004g,fl,a,9,phoetaliot nebrascen,,27,15,,,,42,
CGR02,3,1987,7,29,004g,fl,a,10,melanoplus scudderi,,3,8,4,,,15,
CGR02,3,1987,7,29,004g,fl,a,15,melanoplus keeleri,,,2,,,,2,
CGR02,3,1987,7,29,004g,fl,a,4,hypochlora alba,,1,,3,2,5,11,
CGR02,3,1987,7,29,004g,fl,a,12,melanoplus femurrubr,,,1,,,,1,
CGR02,3,1987,7,29,004g,fl,b,27,orphulella speciosa,,,,1,,1,2,
CGR02,3,1987,7,29,004g,fl,b,9,phoetaliot nebrascen,,11,3,,,,14,
CGR02,3,1987,7,29,004g,fl,b,10,melanoplus scudderi,,1,1,,,,2,
CGR02,3,1987,7,29,004g,fl,b,4,hypochlora alba,,,,1,1,6,8,
CGR02,3,1987,7,29,004g,fl,b,8,hesperotet species,,1,2,,,,3,
CGR02,3,1987,7,29,004g,fl,b,12,melanoplus femurrubr,,,1,1,,,2,
CGR02,3,1987,7,29,010d,fl,a,27,orphulella speciosa,,,,1,2,3,6,
CGR02,3,1987,7,29,010d,fl,a,9,phoetaliot nebrascen,,11,20,,,,31,
CGR02,3,1987,7,29,010d,fl,a,10,melanoplus scudderi,,,4,8,,,12,
CGR02,3,1987,7,29,010d,fl,a,15,melanoplus keeleri,,,4,1,,,5,
CGR02,3,1987,7,29,010d,fl,a,4,hypochlora alba,,,3,2,2,1,8,
CGR02,3,1987,7,29,010d,fl,a,8,hesperotet species,,3,5,2,1,,11,
CGR02,3,1987,7,29,010d,fl,a,12,melanoplus femurrubr,,18,11,1,,,30,
CGR02,3,1987,7,29,010d,fl,b,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,7,29,010d,fl,b,9,phoetaliot nebrascen,,2,12,,,,14,
CGR02,3,1987,7,29,010d,fl,b,10,melanoplus scudderi,,2,6,3,,,11,
CGR02,3,1987,7,29,010d,fl,b,15,melanoplus keeleri,,,2,3,,,5,
CGR02,3,1987,7,29,010d,fl,b,4,hypochlora alba,,,,6,5,10,21,
CGR02,3,1987,7,29,010d,fl,b,8,hesperotet species,,2,2,1,1,,6,
CGR02,3,1987,7,29,010d,fl,b,12,melanoplus femurrubr,,3,3,,,,6,
CGR02,3,1987,7,29,001d,tu,a,27,orphulella speciosa,,,,,17,11,28,
CGR02,3,1987,7,29,001d,tu,a,9,phoetaliot nebrascen,,,2,,,,2,
CGR02,3,1987,7,29,001d,tu,a,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,7,29,001d,tu,a,12,melanoplus femurrubr,,,2,,,,2,
CGR02,3,1987,7,29,001d,tu,b,27,orphulella speciosa,,,,1,6,6,13,
CGR02,3,1987,7,29,001d,tu,b,9,phoetaliot nebrascen,,1,,,,,1,
CGR02,3,1987,7,29,001d,tu,b,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,7,29,001d,tu,b,12,melanoplus femurrubr,,4,1,,,,5,
CGR02,3,1987,7,30,004d,fl,a,27,orphulella speciosa,,,,,2,2,4,
CGR02,3,1987,7,30,004d,fl,a,9,phoetaliot nebrascen,,3,18,4,,,25,
CGR02,3,1987,7,30,004d,fl,a,10,melanoplus scudderi,,,2,2,,,4,
CGR02,3,1987,7,30,004d,fl,a,15,melanoplus keeleri,,,3,8,,,11,
CGR02,3,1987,7,30,004d,fl,a,4,hypochlora alba,,,,,4,3,7,
CGR02,3,1987,7,30,004d,fl,a,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,30,004d,fl,b,27,orphulella speciosa,,,,,1,1,2,
CGR02,3,1987,7,30,004d,fl,b,9,phoetaliot nebrascen,,5,11,1,,,17,
CGR02,3,1987,7,30,004d,fl,b,10,melanoplus scudderi,,1,,,,,1,
CGR02,3,1987,7,30,004d,fl,b,15,melanoplus keeleri,,,,1,,,1,
CGR02,3,1987,7,30,004d,fl,b,4,hypochlora alba,,,1,1,1,4,7,
CGR02,3,1987,7,30,004d,fl,b,8,hesperotet species,,1,6,2,,,9,
CGR02,3,1987,7,30,004d,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,30,000b,fl,a,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,7,30,000b,fl,a,9,phoetaliot nebrascen,,19,3,,,,22,
CGR02,3,1987,7,30,000b,fl,a,10,melanoplus scudderi,,3,1,,,,4,
CGR02,3,1987,7,30,000b,fl,a,15,melanoplus keeleri,,,1,1,,,2,
CGR02,3,1987,7,30,000b,fl,a,8,hesperotet species,,1,2,,,,3,
CGR02,3,1987,7,30,000b,fl,a,12,melanoplus femurrubr,,2,1,,,,3,
CGR02,3,1987,7,30,000b,fl,a,31,pseudopoma brachypte,,,,,,1,1,
CGR02,3,1987,7,30,000b,fl,b,9,phoetaliot nebrascen,,10,9,,,,19,
CGR02,3,1987,7,30,000b,fl,b,10,melanoplus scudderi,,1,5,1,,,7,
CGR02,3,1987,7,30,000b,fl,b,15,melanoplus keeleri,,1,,,,,1,
CGR02,3,1987,7,30,000b,fl,b,4,hypochlora alba,,,,1,2,,3,
CGR02,3,1987,7,30,000b,fl,b,8,hesperotet species,,1,5,2,,1,9,
CGR02,3,1987,7,30,000b,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,30,004b,tu,a,27,orphulella speciosa,,,,,3,2,5,
CGR02,3,1987,7,30,004b,tu,a,9,phoetaliot nebrascen,,5,8,,,,13,
CGR02,3,1987,7,30,004b,tu,a,10,melanoplus scudderi,,,5,13,,,18,
CGR02,3,1987,7,30,004b,tu,a,4,hypochlora alba,,,,1,,2,3,
CGR02,3,1987,7,30,004b,tu,a,12,melanoplus femurrubr,,1,15,13,,,29,
CGR02,3,1987,7,30,004b,tu,a,25,eritettix simplex,,1,,,,,1,
CGR02,3,1987,7,30,004b,tu,b,27,orphulella speciosa,,,,,2,,2,
CGR02,3,1987,7,30,004b,tu,b,9,phoetaliot nebrascen,,5,14,3,,,22,
CGR02,3,1987,7,30,004b,tu,b,10,melanoplus scudderi,,,8,7,,,15,
CGR02,3,1987,7,30,004b,tu,b,4,hypochlora alba,,,,,2,2,4,
CGR02,3,1987,7,30,004b,tu,b,12,melanoplus femurrubr,,,17,14,,,31,
CGR02,3,1987,7,30,004b,tu,b,56,oedipodinae,,1,,,,,1,
CGR02,3,1987,7,30,000b,tu,a,9,phoetaliot nebrascen,,1,2,,,,3,
CGR02,3,1987,7,30,000b,tu,a,10,melanoplus scudderi,,2,1,,,,3,
CGR02,3,1987,7,30,000b,tu,a,15,melanoplus keeleri,,,2,,,,2,
CGR02,3,1987,7,30,000b,tu,a,8,hesperotet species,,3,6,2,,,11,
CGR02,3,1987,7,30,000b,tu,a,12,melanoplus femurrubr,,8,5,,,,13,
CGR02,3,1987,7,30,000b,tu,b,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,7,30,000b,tu,b,9,phoetaliot nebrascen,,1,2,,,,3,
CGR02,3,1987,7,30,000b,tu,b,10,melanoplus scudderi,,2,2,,,,4,
CGR02,3,1987,7,30,000b,tu,b,56,oedipodinae,,1,,,,,1,
CGR02,3,1987,7,30,000b,tu,b,8,hesperotet species,,2,3,1,1,,7,
CGR02,3,1987,7,30,000b,tu,b,12,melanoplus femurrubr,,9,2,,,,11,
CGR02,3,1987,7,30,000b,tu,b,31,pseudopoma brachypte,,,,,,1,1,
CGR02,3,1987,7,31,002d,fl,a,27,orphulella speciosa,,,,,1,1,2,
CGR02,3,1987,7,31,002d,fl,a,9,phoetaliot nebrascen,,1,1,,,,2,
CGR02,3,1987,7,31,002d,fl,a,10,melanoplus scudderi,,,2,,,,2,
CGR02,3,1987,7,31,002d,fl,b,27,orphulella speciosa,,,,1,2,,3,
CGR02,3,1987,7,31,002d,fl,b,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,1987,7,31,002d,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,7,31,004g,fl,a,9,phoetaliot nebrascen,,7,7,,,,14,
CGR02,3,1987,7,31,004g,fl,a,10,melanoplus scudderi,,2,3,1,,,6,
CGR02,3,1987,7,31,004g,fl,a,4,hypochlora alba,,,3,3,,3,9,
CGR02,3,1987,7,31,004g,fl,a,8,hesperotet species,,,2,,,,2,
CGR02,3,1987,7,31,004g,fl,a,12,melanoplus femurrubr,,1,1,,,,2,
CGR02,3,1987,7,31,004g,fl,b,9,phoetaliot nebrascen,,8,7,,,,15,
CGR02,3,1987,7,31,004g,fl,b,10,melanoplus scudderi,,,2,,,,2,
CGR02,3,1987,7,31,004g,fl,b,4,hypochlora alba,,,1,,1,,2,
CGR02,3,1987,7,31,004g,fl,b,8,hesperotet species,,,3,1,1,,5,
CGR02,3,1987,7,31,010d,fl,a,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,7,31,010d,fl,a,9,phoetaliot nebrascen,,3,6,,,,9,
CGR02,3,1987,7,31,010d,fl,a,10,melanoplus scudderi,,1,1,1,,,3,
CGR02,3,1987,7,31,010d,fl,a,4,hypochlora alba,,,1,,4,4,9,
CGR02,3,1987,7,31,010d,fl,a,8,hesperotet species,,,7,1,,,8,
CGR02,3,1987,7,31,010d,fl,a,12,melanoplus femurrubr,,1,2,2,,,5,
CGR02,3,1987,7,31,010d,fl,a,31,pseudopoma brachypte,,,,,,1,1,
CGR02,3,1987,7,31,010d,fl,b,9,phoetaliot nebrascen,,2,5,,,,7,
CGR02,3,1987,7,31,010d,fl,b,10,melanoplus scudderi,,1,2,,,,3,
CGR02,3,1987,7,31,010d,fl,b,15,melanoplus keeleri,,,1,2,,,3,
CGR02,3,1987,7,31,010d,fl,b,4,hypochlora alba,,,,1,5,2,8,
CGR02,3,1987,7,31,010d,fl,b,8,hesperotet species,,1,3,,,,4,
CGR02,3,1987,7,31,010d,fl,b,12,melanoplus femurrubr,,1,1,,,,2,
CGR02,3,1987,7,31,001d,tu,a,27,orphulella speciosa,,,,2,11,13,26,
CGR02,3,1987,7,31,001d,tu,a,9,phoetaliot nebrascen,,1,,,,,1,
CGR02,3,1987,7,31,001d,tu,a,12,melanoplus femurrubr,,3,1,,,,4,
CGR02,3,1987,7,31,001d,tu,a,56,oedipodinae,,1,,,,,1,
CGR02,3,1987,7,31,001d,tu,b,27,orphulella speciosa,,,,,10,10,20,
CGR02,3,1987,7,31,001d,tu,b,9,phoetaliot nebrascen,,1,4,1,,,6,
CGR02,3,1987,7,31,001d,tu,b,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,1987,8,3,001d,fl,a,27,orphulella speciosa,,,,,11,6,17,
CGR02,3,1987,8,3,001d,fl,a,9,phoetaliot nebrascen,,1,6,,,,7,
CGR02,3,1987,8,3,001d,fl,a,10,melanoplus scudderi,,,1,,,,1,
CGR02,3,1987,8,3,001d,fl,a,8,hesperotet species,,,1,,,,1,
CGR02,3,1987,8,3,001d,fl,b,27,orphulella speciosa,,,,,4,3,7,
CGR02,3,1987,8,3,001d,fl,b,9,phoetaliot nebrascen,,,5,4,,,9,
CGR02,3,1987,8,3,001d,fl,b,15,melanoplus keeleri,,,,4,,1,5,
CGR02,3,1987,8,3,001d,fl,b,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,3,001d,fl,b,25,eritettix simplex,,1,,,,,1,
CGR02,3,1987,8,3,001d,fl,b,56,oedipodinae,,1,,,,,1,
CGR02,3,1987,8,3,002c,fl,a,27,orphulella speciosa,,,,,6,3,9,
CGR02,3,1987,8,3,002c,fl,a,9,phoetaliot nebrascen,,,12,4,,,16,
CGR02,3,1987,8,3,002c,fl,a,10,melanoplus scudderi,,,2,1,,1,4,
CGR02,3,1987,8,3,002c,fl,a,15,melanoplus keeleri,,,2,2,,,4,
CGR02,3,1987,8,3,002c,fl,a,25,eritettix simplex,,1,,,,,1,
CGR02,3,1987,8,3,002c,fl,a,56,oedipodinae,,3,,,,,3,
CGR02,3,1987,8,3,002c,fl,b,27,orphulella speciosa,,,,,3,6,9,
CGR02,3,1987,8,3,002c,fl,b,9,phoetaliot nebrascen,,,18,8,,,26,
CGR02,3,1987,8,3,002c,fl,b,10,melanoplus scudderi,,,,,,1,1,
CGR02,3,1987,8,3,002c,fl,b,15,melanoplus keeleri,,,3,3,,1,7,
CGR02,3,1987,8,3,002c,fl,b,4,hypochlora alba,,,,,3,,3,
CGR02,3,1987,8,3,002c,fl,b,8,hesperotet species,,,,2,,,2,
CGR02,3,1987,8,3,002c,fl,b,25,eritettix simplex,,2,,,,,2,
CGR02,3,1987,8,3,002c,fl,b,56,oedipodinae,,2,,1,,,3,
CGR02,3,1987,8,3,002c,fl,b,12,melanoplus femurrubr,,,,4,,1,5,
CGR02,3,1987,8,3,004b,fl,a,27,orphulella speciosa,,,,,1,1,2,
CGR02,3,1987,8,3,004b,fl,a,9,phoetaliot nebrascen,,,14,10,,1,25,
CGR02,3,1987,8,3,004b,fl,a,10,melanoplus scudderi,,,2,6,,2,10,
CGR02,3,1987,8,3,004b,fl,a,15,melanoplus keeleri,,,3,3,,,6,
CGR02,3,1987,8,3,004b,fl,a,4,hypochlora alba,,,,,1,1,2,
CGR02,3,1987,8,3,004b,fl,a,8,hesperotet species,,,,1,1,1,3,
CGR02,3,1987,8,3,004b,fl,a,12,melanoplus femurrubr,,,,3,,,3,
CGR02,3,1987,8,3,004b,fl,a,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,1987,8,3,004b,fl,a,56,oedipodinae,,2,,,,,2,
CGR02,3,1987,8,3,004b,fl,b,27,orphulella speciosa,,,,,1,,1,
CGR02,3,1987,8,3,004b,fl,b,9,phoetaliot nebrascen,,3,9,17,,,29,
CGR02,3,1987,8,3,004b,fl,b,10,melanoplus scudderi,,1,3,12,,2,18,
CGR02,3,1987,8,3,004b,fl,b,15,melanoplus keeleri,,,3,7,1,3,14,
CGR02,3,1987,8,3,004b,fl,b,4,hypochlora alba,,,,,2,5,7,
CGR02,3,1987,8,3,004b,fl,b,8,hesperotet species,,,,2,,,2,
CGR02,3,1987,8,3,004b,fl,b,56,oedipodinae,,2,,,,,2,
CGR02,3,1987,8,3,004f,fl,a,9,phoetaliot nebrascen,,1,5,,,,6,
CGR02,3,1987,8,3,004f,fl,a,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,3,004f,fl,a,32,boopedon auriventr,,,,,,1,1,
CGR02,3,1987,8,3,004f,fl,a,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,8,3,004f,fl,b,27,orphulella speciosa,,,,1,,,1,
CGR02,3,1987,8,3,004f,fl,b,9,phoetaliot nebrascen,,5,2,4,,,11,
CGR02,3,1987,8,3,004f,fl,b,10,melanoplus scudderi,,,3,1,,,4,
CGR02,3,1987,8,3,004f,fl,b,15,melanoplus keeleri,,,2,1,,,3,
CGR02,3,1987,8,3,004f,fl,b,4,hypochlora alba,,,,,2,1,3,
CGR02,3,1987,8,3,004f,fl,b,8,hesperotet species,,1,,,,,1,
CGR02,3,1987,8,3,004f,fl,b,12,melanoplus femurrubr,,1,1,,,,2,
CGR02,3,1987,8,5,004d,fl,a,27,orphulella speciosa,,,,,10,13,23,
CGR02,3,1987,8,5,004d,fl,a,9,phoetaliot nebrascen,,3,20,3,,,26,
CGR02,3,1987,8,5,004d,fl,a,10,melanoplus scudderi,,,1,1,,,2,
CGR02,3,1987,8,5,004d,fl,a,15,melanoplus keeleri,,2,3,4,,,9,
CGR02,3,1987,8,5,004d,fl,a,29,mermiria bivittata,,,,,1,,1,
CGR02,3,1987,8,5,004d,fl,b,27,orphulella speciosa,,,,,1,1,2,
CGR02,3,1987,8,5,004d,fl,b,9,phoetaliot nebrascen,,1,10,1,,,12,
CGR02,3,1987,8,5,004d,fl,b,10,melanoplus scudderi,,,,1,,,1,
CGR02,3,1987,8,5,004d,fl,b,15,melanoplus keeleri,,,,2,,,2,
CGR02,3,1987,8,5,004d,fl,b,4,hypochlora alba,,,,,2,3,5,
CGR02,3,1987,8,5,004d,fl,b,8,hesperotet species,,,2,1,,,3,
CGR02,3,1987,8,5,004d,fl,b,12,melanoplus femurrubr,,1,,,,,1,
CGR02,3,1987,8,5,000b,fl,a,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,8,5,000b,fl,a,9,phoetaliot nebrascen,,1,7,,,,8,
CGR02,3,1987,8,5,000b,fl,a,10,melanoplus scudderi,,,2,4,,1,7,
CGR02,3,1987,8,5,000b,fl,a,15,melanoplus keeleri,,,,3,,,3,
CGR02,3,1987,8,5,000b,fl,a,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,5,000b,fl,b,9,phoetaliot nebrascen,,6,9,,,,15,
CGR02,3,1987,8,5,000b,fl,b,10,melanoplus scudderi,,,4,5,,,9,
CGR02,3,1987,8,5,000b,fl,b,15,melanoplus keeleri,,,,2,,,2,
CGR02,3,1987,8,5,000b,fl,b,4,hypochlora alba,,,,1,1,1,3,
CGR02,3,1987,8,5,000b,fl,b,8,hesperotet species,,,8,,,,8,
CGR02,3,1987,8,5,000b,fl,b,12,melanoplus femurrubr,,2,1,,,,3,
CGR02,3,1987,8,5,004b,tu,a,27,orphulella speciosa,,,,,1,2,3,
CGR02,3,1987,8,5,004b,tu,a,9,phoetaliot nebrascen,,2,9,2,,,13,
CGR02,3,1987,8,5,004b,tu,a,10,melanoplus scudderi,,,5,7,,4,16,
CGR02,3,1987,8,5,004b,tu,a,15,melanoplus keeleri,,,,1,,,1,
CGR02,3,1987,8,5,004b,tu,a,4,hypochlora alba,,,,,4,4,8,
CGR02,3,1987,8,5,004b,tu,a,8,hesperotet species,,,,,1,,1,
CGR02,3,1987,8,5,004b,tu,a,12,melanoplus femurrubr,,2,20,27,,,49,
CGR02,3,1987,8,5,004b,tu,b,27,orphulella speciosa,,,,,2,,2,
CGR02,3,1987,8,5,004b,tu,b,9,phoetaliot nebrascen,,1,16,5,,,22,
CGR02,3,1987,8,5,004b,tu,b,10,melanoplus scudderi,,,5,6,,,11,
CGR02,3,1987,8,5,004b,tu,b,4,hypochlora alba,,,,,2,6,8,
CGR02,3,1987,8,5,004b,tu,b,12,melanoplus femurrubr,,1,10,22,,1,34,
CGR02,3,1987,8,5,004b,tu,b,18,melanoplus species,,,,,1,,1,
CGR02,3,1987,8,5,000b,tu,a,9,phoetaliot nebrascen,,2,,,,,2,
CGR02,3,1987,8,5,000b,tu,a,10,melanoplus scudderi,,,2,,,,2,
CGR02,3,1987,8,5,000b,tu,a,4,hypochlora alba,,,,2,1,2,5,
CGR02,3,1987,8,5,000b,tu,a,8,hesperotet species,,,3,4,,,7,
CGR02,3,1987,8,5,000b,tu,a,12,melanoplus femurrubr,,1,1,,,,2,
CGR02,3,1987,8,5,000b,tu,a,16,melanoplus bivittatu,,,,1,,,1,
CGR02,3,1987,8,5,000b,tu,b,9,phoetaliot nebrascen,,3,4,1,,,8,
CGR02,3,1987,8,5,000b,tu,b,10,melanoplus scudderi,,,2,1,,,3,
CGR02,3,1987,8,5,000b,tu,b,8,hesperotet species,,,1,,,,1,
CGR02,3,1987,8,5,000b,tu,b,12,melanoplus femurrubr,,3,,,,,3,
CGR02,3,1987,8,10,001d,fl,a,27,orphulella speciosa,,,,,11,21,32,
CGR02,3,1987,8,10,001d,fl,a,9,phoetaliot nebrascen,,,3,4,,,7,
CGR02,3,1987,8,10,001d,fl,a,15,melanoplus keeleri,,,,2,,,2,
CGR02,3,1987,8,10,001d,fl,a,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,10,001d,fl,a,12,melanoplus femurrubr,,,,1,,,1,
CGR02,3,1987,8,10,001d,fl,a,18,melanoplus species,,,,,2,,2,
CGR02,3,1987,8,10,001d,fl,b,27,orphulella speciosa,,,,,6,5,11,
CGR02,3,1987,8,10,001d,fl,b,9,phoetaliot nebrascen,,,2,,,1,3,
CGR02,3,1987,8,10,001d,fl,b,15,melanoplus keeleri,,,,5,,1,6,
CGR02,3,1987,8,10,001d,fl,b,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,10,001d,fl,b,12,melanoplus femurrubr,,,1,,,,1,
CGR02,3,1987,8,10,002c,fl,a,27,orphulella speciosa,,,,,5,,5,
CGR02,3,1987,8,10,002c,fl,a,9,phoetaliot nebrascen,,,14,1,,,15,
CGR02,3,1987,8,10,002c,fl,a,10,melanoplus scudderi,,,1,,,1,2,
CGR02,3,1987,8,10,002c,fl,a,15,melanoplus keeleri,,,2,2,,,4,
CGR02,3,1987,8,10,002c,fl,a,8,hesperotet species,,1,3,,,,4,
CGR02,3,1987,8,10,002c,fl,a,12,melanoplus femurrubr,,,,1,,,1,
CGR02,3,1987,8,10,002c,fl,a,56,oedipodinae,,2,,,,,2,
CGR02,3,1987,8,10,002c,fl,b,27,orphulella speciosa,,,,,2,1,3,
CGR02,3,1987,8,10,002c,fl,b,9,phoetaliot nebrascen,,,11,6,,,17,
CGR02,3,1987,8,10,002c,fl,b,10,melanoplus scudderi,,,,2,,1,3,
CGR02,3,1987,8,10,002c,fl,b,15,melanoplus keeleri,,,,2,,,2,
CGR02,3,1987,8,10,002c,fl,b,4,hypochlora alba,,,,,,1,1,
CGR02,3,1987,8,10,002c,fl,b,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,10,002c,fl,b,12,melanoplus femurrubr,,,1,6,,1,8,
CGR02,3,1987,8,10,002c,fl,b,56,oedipodinae,,2,,,,,2,
CGR02,3,1987,8,10,002c,fl,b,16,melanoplus bivittatu,,,,,1,,1,
CGR02,3,1987,8,10,004b,fl,a,9,phoetaliot nebrascen,,,18,3,1,1,23,
CGR02,3,1987,8,10,004b,fl,a,10,melanoplus scudderi,,,1,1,1,,3,
CGR02,3,1987,8,10,004b,fl,a,15,melanoplus keeleri,,,,3,,3,6,
CGR02,3,1987,8,10,004b,fl,a,4,hypochlora alba,,,,,1,3,4,
CGR02,3,1987,8,10,004b,fl,a,12,melanoplus femurrubr,,,2,1,,,3,
CGR02,3,1987,8,10,004b,fl,a,16,melanoplus bivittatu,,,,,,2,2,
CGR02,3,1987,8,10,004b,fl,a,18,melanoplus species,,,,,1,,1,
CGR02,3,1987,8,10,004b,fl,b,27,orphulella speciosa,,,,,,1,1,
CGR02,3,1987,8,10,004b,fl,b,9,phoetaliot nebrascen,,,5,5,,1,11,
CGR02,3,1987,8,10,004b,fl,b,10,melanoplus scudderi,,,1,4,,4,9,
CGR02,3,1987,8,10,004b,fl,b,15,melanoplus keeleri,,,,2,,2,4,
CGR02,3,1987,8,10,004b,fl,b,4,hypochlora alba,,,1,,5,8,14,
CGR02,3,1987,8,10,004b,fl,b,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,10,004b,fl,b,12,melanoplus femurrubr,,,1,,,,1,
CGR02,3,1987,8,10,004b,fl,b,18,melanoplus species,,,,,1,,1,
CGR02,3,1987,8,10,004f,fl,a,27,orphulella speciosa,,,,1,,,1,
CGR02,3,1987,8,10,004f,fl,a,9,phoetaliot nebrascen,,,8,1,,,9,
CGR02,3,1987,8,10,004f,fl,a,10,melanoplus scudderi,,1,3,1,,,5,
CGR02,3,1987,8,10,004f,fl,a,15,melanoplus keeleri,,,2,3,,,5,
CGR02,3,1987,8,10,004f,fl,a,8,hesperotet species,,,,1,,,1,
CGR02,3,1987,8,10,004f,fl,a,12,melanoplus femurrubr,,,1,,,,1,
CGR02,3,1987,8,10,004f,fl,b,27,orphulella speciosa,,,,,1,1,2,
CGR02,3,1987,8,10,004f,fl,b,9,phoetaliot nebrascen,,,4,2,,,6,
CGR02,3,1987,6,15,002c,fl,a,9,phoetaliot nebrascen,,212,,,,,212,
CGR02,3,1987,6,15,002c,fl,a,10,melanoplus scudderi,,25,,,,,25,
CGR02,3,1987,6,15,002c,fl,a,15,melanoplus keeleri,,26,,,,,26,
CGR02,3,1987,6,15,002c,fl,a,16,melanoplus bivittatu,,,,,,1,1,
CGR02,3,1987,6,15,002c,fl,a,8,hesperotet species,,17,,,,,17,
CGR02,3,1987,6,15,002c,fl,a,12,melanoplus femurrubr,,2,,,,,2,
CGR02,3,1987,6,15,002c,fl,a,32,boopedon auriventr,,,2,,,,2,
CGR02,3,1987,6,15,002c,fl,a,17,melanoplus confusus,,,,1,,3,4,
CGR02,3,1987,6,15,002c,fl,a,4,hypochlora alba,,3,,,,,3,
CGR02,3,1987,6,15,002c,fl,b,27,orphulella speciosa,,21,,,,,21,
CGR02,3,1987,6,15,002c,fl,b,9,phoetaliot nebrascen,,107,,,,,107,
CGR02,3,1987,6,15,002c,fl,b,10,melanoplus scudderi,,7,,,,,7,
CGR02,3,1987,6,15,002c,fl,b,15,melanoplus keeleri,,35,,,,,35,
CGR02,3,1987,6,15,002c,fl,b,4,hypochlora alba,,2,1,6,,,9,
CGR02,3,1987,6,15,002c,fl,b,2,schistocer lineata,,2,,,,,2,
CGR02,3,1987,6,15,002c,fl,b,12,melanoplus femurrubr,,23,,,,,23,
CGR02,3,1987,6,15,002c,fl,b,16,melanoplus bivittatu,,2,,1,,,3,
CGR02,3,1987,6,15,002c,fl,b,29,mermiria bivittata,,,1,,,,1,
CGR02,3,1987,6,15,002c,fl,b,56,oedipodinae,,1,,,,,1,
CGR02,3,1987,6,15,002c,fl,b,26,syrbula admirabil,,2,,,,,2,
CGR02,3,1987,6,15,002c,fl,b,8,hesperotet species,,1,,,,,1,
CGR02,3,1987,6,15,004b,fl,a,54,pardalopho species,,,,,,1,1,
CGR02,3,1987,6,15,004b,fl,a,9,phoetaliot nebrascen,,173,,,,,173,
CGR02,3,1987,6,15,004b,fl,a,10,melanoplus scudderi,,46,,,,,46,
CGR02,3,1987,6,15,004b,fl,a,15,melanoplus keeleri,,51,,,,,51,
CGR02,3,1987,6,15,004b,fl,a,4,hypochlora alba,,5,9,8,,,22,
CGR02,3,1987,6,15,004b,fl,a,8,hesperotet species,,4,,,,,4,
CGR02,3,1987,6,15,004b,fl,a,12,melanoplus femurrubr,,2,,,,,2,
CGR02,3,1987,6,15,004b,fl,a,17,melanoplus confusus,,,,,,1,1,
CGR02,3,1987,6,15,004b,fl,b,27,orphulella speciosa,,3,,,,,3,
CGR02,3,1987,6,15,004b,fl,b,9,phoetaliot nebrascen,,220,,,,,220,
CGR02,3,1987,6,15,004b,fl,b,10,melanoplus scudderi,,89,,,,,89,
CGR02,3,1987,6,15,004b,fl,b,15,melanoplus keeleri,,100,,,,,100,
