"","watershed.Watershed1","watershed.Year1","watershed.Watershed2","watershed.Year2","watershed.jaccard_diss","watershed.bray_diss"
"466","4F",2015,"N1B",2015,0.5,0.73445551356922
"467","4F",2015,"N20B",2015,0.666666666666667,0.670731707317073
"468","4F",2015,"N4A",2015,0.533333333333333,0.724480578139115
"469","4F",2015,"N4D",2015,0.6,0.815183785640674
"470","4F",2016,"4F",2016,0,0
"471","4F",2016,"N1B",2016,0.363636363636364,0.619047619047619
"472","4F",2016,"N20B",2016,0.2,0.467372134038801
"473","4F",2016,"N4A",2016,0.538461538461538,0.522727272727273
"474","4F",2016,"N4D",2016,0.363636363636364,0.71031746031746
"475","4F",2017,"4F",2017,0,0
"476","4F",2017,"N1B",2017,0.230769230769231,0.752442002442002
"477","4F",2017,"N20B",2017,0.428571428571429,0.745299145299145
"478","4F",2017,"N4A",2017,0.375,0.726053639846743
"479","4F",2017,"N4D",2017,0.166666666666667,0.680708180708181
"480","4F",2018,"4F",2018,0,0
"481","4F",2018,"N1B",2018,0.529411764705882,0.859623822527692
"482","4F",2018,"N20B",2018,0.578947368421053,0.781063460480081
"483","4F",2018,"N4A",2018,0.6,0.791304347826087
"484","4F",2018,"N4D",2018,0.473684210526316,0.761243947486647
"485","4F",2019,"4F",2019,0,0
"486","4F",2019,"N1B",2019,0.470588235294118,0.649520131086142
"487","4F",2019,"N20B",2019,0.5,0.608369713017963
"488","4F",2019,"N4A",2019,0.55,0.731732146896916
"489","4F",2019,"N4D",2019,0.4375,0.686372391653291
"490","4F",2020,"4F",2020,0,0
"491","4F",2020,"N1B",2020,0.416666666666667,0.524479804161567
"492","4F",2020,"N20B",2020,0.384615384615385,0.4671926910299
"493","4F",2020,"N4A",2020,0.428571428571429,0.564031007751938
"494","4F",2020,"N4D",2020,0.538461538461538,0.586680761099366
"495","N1B",2002,"N1B",2002,0,0
"496","N1B",2002,"N20B",2002,0.407407407407407,0.556419241796751
"497","N1B",2002,"N4A",2002,0.148148148148148,0.321011326646229
"498","N1B",2002,"N4D",2002,0.222222222222222,0.33630461005573
"499","N1B",2003,"N1B",2003,0,0
"500","N1B",2003,"N20B",2003,0.222222222222222,0.372093023255814
"501","N1B",2003,"N4A",2003,0.115384615384615,0.264775731505131
"502","N1B",2003,"N4D",2003,0.214285714285714,0.237924609907842
"503","N1B",2004,"N1B",2004,0,0
"504","N1B",2004,"N20B",2004,0.368421052631579,0.284047259288926
"505","N1B",2004,"N4A",2004,0.363636363636364,0.301961037285512
"506","N1B",2004,"N4D",2004,0.421052631578947,0.211146948780802
"507","N1B",2005,"N1B",2005,0,0
"508","N1B",2005,"N20B",2005,0.428571428571429,0.492511278195489
"509","N1B",2005,"N4A",2005,0.35,0.300916666666667
"510","N1B",2005,"N4D",2005,0.333333333333333,0.50146835443038
"511","N1B",2006,"N1B",2006,0,0
"512","N1B",2006,"N20B",2006,0.368421052631579,0.294123658661216
"513","N1B",2006,"N4A",2006,0.333333333333333,0.376408882937172
"514","N1B",2006,"N4D",2006,0.352941176470588,0.247355455731053
"515","N1B",2007,"N1B",2007,0,0
"516","N1B",2007,"N20B",2007,0.235294117647059,0.270622796709753
"517","N1B",2007,"N4A",2007,0.333333333333333,0.331245130123111
"518","N1B",2007,"N4D",2007,0.454545454545455,0.312155212716223
"519","N1B",2008,"N1B",2008,0,0
"520","N1B",2008,"N20B",2008,0.222222222222222,0.15993907083016
"521","N1B",2008,"N4A",2008,0.454545454545455,0.213759837522214
"522","N1B",2008,"N4D",2008,0.458333333333333,0.268514299128658
"523","N1B",2009,"N1B",2009,0,0
"524","N1B",2009,"N20B",2009,0.333333333333333,0.269086783891095
"525","N1B",2009,"N4A",2009,0.368421052631579,0.185229603364967
"526","N1B",2009,"N4D",2009,0.315789473684211,0.21588011009267
"527","N1B",2010,"N1B",2010,0,0
"528","N1B",2010,"N20B",2010,0.166666666666667,0.292271662763466
"529","N1B",2010,"N4A",2010,0.230769230769231,0.187206823027719
"530","N1B",2010,"N4D",2010,0.272727272727273,0.222857142857143
"531","N1B",2011,"N1B",2011,0,0
"532","N1B",2011,"N20B",2011,0.357142857142857,0.527542632805791
"533","N1B",2011,"N4A",2011,0.294117647058824,0.187809266756635
"534","N1B",2011,"N4D",2011,0.352941176470588,0.334761321909425
"535","N1B",2012,"N1B",2012,0,0
"536","N1B",2012,"N20B",2012,0.318181818181818,0.301761744966443
"537","N1B",2012,"N4A",2012,0.285714285714286,0.262013422818792
"538","N1B",2012,"N4D",2012,0.272727272727273,0.270896888346553
"539","N1B",2013,"N1B",2013,0,0
"540","N1B",2013,"N20B",2013,0.166666666666667,0.178678019662921
"541","N1B",2013,"N4A",2013,0.263157894736842,0.22185819020125
"542","N1B",2013,"N4D",2013,0.210526315789474,0.304432629454469
"543","N1B",2014,"N1B",2014,0,0
"544","N1B",2014,"N20B",2014,0.176470588235294,0.216814159292035
"545","N1B",2014,"N4A",2014,0.235294117647059,0.25327812284334
"546","N1B",2014,"N4D",2014,0.277777777777778,0.244860785844392
"547","N1B",2015,"N1B",2015,0,0
"548","N1B",2015,"N20B",2015,0.375,0.292339402267262
"549","N1B",2015,"N4A",2015,0.25,0.300469483568075
"550","N1B",2015,"N4D",2015,0.3125,0.183098591549296
"551","N1B",2016,"N1B",2016,0,0
"552","N1B",2016,"N20B",2016,0.333333333333333,0.347442680776014
"553","N1B",2016,"N4A",2016,0.5,0.322510822510822
"554","N1B",2016,"N4D",2016,0.461538461538462,0.542328042328042
"555","N1B",2017,"N1B",2017,0,0
"556","N1B",2017,"N20B",2017,0.333333333333333,0.199047619047619
"557","N1B",2017,"N4A",2017,0.294117647058824,0.320607553366174
"558","N1B",2017,"N4D",2017,0.214285714285714,0.236394557823129
"559","N1B",2018,"N1B",2018,0,0
"560","N1B",2018,"N20B",2018,0.352941176470588,0.221286726280339
"561","N1B",2018,"N4A",2018,0.294117647058824,0.197647612326511
"562","N1B",2018,"N4D",2018,0.421052631578947,0.297685882514035
"563","N1B",2019,"N1B",2019,0,0
"564","N1B",2019,"N20B",2019,0.263157894736842,0.262506634819533
"565","N1B",2019,"N4A",2019,0.409090909090909,0.171840044742729
"566","N1B",2019,"N4D",2019,0.277777777777778,0.21922619047619
"567","N1B",2020,"N1B",2020,0,0
"568","N1B",2020,"N20B",2020,0.4,0.308270676691729
"569","N1B",2020,"N4A",2020,0.333333333333333,0.416491228070175
"570","N1B",2020,"N4D",2020,0.533333333333333,0.394736842105263
"571","N20B",2002,"N20B",2002,0,0
"572","N20B",2002,"N4A",2002,0.36,0.503059740194032
"573","N20B",2002,"N4D",2002,0.375,0.409248262365882
"574","N20B",2003,"N20B",2003,0,0
"575","N20B",2003,"N4A",2003,0.192307692307692,0.377313258950576
"576","N20B",2003,"N4D",2003,0.285714285714286,0.391439598096949
"577","N20B",2004,"N20B",2004,0,0
"578","N20B",2004,"N4A",2004,0.428571428571429,0.36889837289944
"579","N20B",2004,"N4D",2004,0.5,0.3746065617498
"580","N20B",2005,"N20B",2005,0,0
"581","N20B",2005,"N4A",2005,0.380952380952381,0.436481829573935
"582","N20B",2005,"N4D",2005,0.368421052631579,0.579423241648425
"583","N20B",2006,"N20B",2006,0,0
"584","N20B",2006,"N4A",2006,0.5,0.391046581972172
"585","N20B",2006,"N4D",2006,0.523809523809524,0.499764336213669
"586","N20B",2007,"N20B",2007,0,0
"587","N20B",2007,"N4A",2007,0.434782608695652,0.367020246052504
"588","N20B",2007,"N4D",2007,0.421052631578947,0.504722464399884
"589","N20B",2008,"N20B",2008,0,0
"590","N20B",2008,"N4A",2008,0.583333333333333,0.334615384615385
"591","N20B",2008,"N4D",2008,0.52,0.368941100740264
"592","N20B",2009,"N20B",2009,0,0
"593","N20B",2009,"N4A",2009,0.1875,0.27868314557585
"594","N20B",2009,"N4D",2009,0.333333333333333,0.312052117263844
"595","N20B",2010,"N20B",2010,0,0
"596","N20B",2010,"N4A",2010,0.214285714285714,0.291901149987766
"597","N20B",2010,"N4D",2010,0.384615384615385,0.242622950819672
"598","N20B",2011,"N20B",2011,0,0
"599","N20B",2011,"N4A",2011,0.375,0.496503496503496
"600","N20B",2011,"N4D",2011,0.4375,0.380793624979672
"601","N20B",2012,"N20B",2012,0,0
"602","N20B",2012,"N4A",2012,0.35,0.275833333333333
"603","N20B",2012,"N4D",2012,0.25,0.294429590017825
"604","N20B",2013,"N20B",2013,0,0
"605","N20B",2013,"N4A",2013,0.111111111111111,0.191767271256932
"606","N20B",2013,"N4D",2013,0.0555555555555556,0.227258922587131
"607","N20B",2014,"N20B",2014,0,0
"608","N20B",2014,"N4A",2014,0.263157894736842,0.382887649095806
"609","N20B",2014,"N4D",2014,0.111111111111111,0.250326418105324
"610","N20B",2015,"N20B",2015,0,0
"611","N20B",2015,"N4A",2015,0.4,0.331978319783198
"612","N20B",2015,"N4D",2015,0.230769230769231,0.349708004122295
"613","N20B",2016,"N20B",2016,0,0
"614","N20B",2016,"N4A",2016,0.384615384615385,0.226430976430976
"615","N20B",2016,"N4D",2016,0.333333333333333,0.407407407407407
"616","N20B",2017,"N20B",2017,0,0
"617","N20B",2017,"N4A",2017,0.444444444444444,0.289655172413793
"618","N20B",2017,"N4D",2017,0.285714285714286,0.327482993197279
"619","N20B",2018,"N20B",2018,0,0
"620","N20B",2018,"N4A",2018,0.368421052631579,0.234534242129179
"621","N20B",2018,"N4D",2018,0.4,0.250708482901946
"622","N20B",2019,"N20B",2019,0,0
"623","N20B",2019,"N4A",2019,0.5,0.335613217629205
"624","N20B",2019,"N4D",2019,0.315789473684211,0.274795268425842
"625","N20B",2020,"N20B",2020,0,0
"626","N20B",2020,"N4A",2020,0.3125,0.447619047619048
"627","N20B",2020,"N4D",2020,0.5,0.39448051948052
"628","N4A",2002,"N4A",2002,0,0
"629","N4A",2002,"N4D",2002,0.16,0.179311709400543
"630","N4A",2003,"N4A",2003,0,0
"631","N4A",2003,"N4D",2003,0.185185185185185,0.238176751263159
"632","N4A",2004,"N4A",2004,0,0
"633","N4A",2004,"N4D",2004,0.4,0.352898550724638
"634","N4A",2005,"N4A",2005,0,0
"635","N4A",2005,"N4D",2005,0.277777777777778,0.388251582278481
"636","N4A",2006,"N4A",2006,0,0
"637","N4A",2006,"N4D",2006,0.5,0.455566992623091
"638","N4A",2007,"N4A",2007,0,0
"639","N4A",2007,"N4D",2007,0.333333333333333,0.528673835125448
"640","N4A",2008,"N4A",2008,0,0
"641","N4A",2008,"N4D",2008,0.304347826086957,0.285303347280335
"642","N4A",2009,"N4A",2009,0,0
"643","N4A",2009,"N4D",2009,0.176470588235294,0.157973152597829
"644","N4A",2010,"N4A",2010,0,0
"645","N4A",2010,"N4D",2010,0.307692307692308,0.180597014925373
"646","N4A",2011,"N4A",2011,0,0
"647","N4A",2011,"N4D",2011,0.176470588235294,0.396143907771815
"648","N4A",2012,"N4A",2012,0,0
"649","N4A",2012,"N4D",2012,0.3,0.26379679144385
"650","N4A",2013,"N4A",2013,0,0
"651","N4A",2013,"N4D",2013,0.157894736842105,0.201374676029396
"652","N4A",2014,"N4A",2014,0,0
"653","N4A",2014,"N4D",2014,0.263157894736842,0.212223806129722
"654","N4A",2015,"N4A",2015,0,0
"655","N4A",2015,"N4D",2015,0.333333333333333,0.376108502869066
"656","N4A",2016,"N4A",2016,0,0
"657","N4A",2016,"N4D",2016,0.6,0.589225589225589
"658","N4A",2017,"N4A",2017,0,0
"659","N4A",2017,"N4D",2017,0.25,0.252873563218391
"660","N4A",2018,"N4A",2018,0,0
"661","N4A",2018,"N4D",2018,0.35,0.320627631075392
"662","N4A",2019,"N4A",2019,0,0
"663","N4A",2019,"N4D",2019,0.380952380952381,0.242377756471716
"664","N4A",2020,"N4A",2020,0,0
"665","N4A",2020,"N4D",2020,0.529411764705882,0.481818181818182
"666","N4D",2002,"N4D",2002,0,0
"667","N4D",2003,"N4D",2003,0,0
"668","N4D",2004,"N4D",2004,0,0
"669","N4D",2005,"N4D",2005,0,0
"670","N4D",2006,"N4D",2006,0,0
"671","N4D",2007,"N4D",2007,0,0
"672","N4D",2008,"N4D",2008,0,0
"673","N4D",2009,"N4D",2009,0,0
"674","N4D",2010,"N4D",2010,0,0
"675","N4D",2011,"N4D",2011,0,0
"676","N4D",2012,"N4D",2012,0,0
"677","N4D",2013,"N4D",2013,0,0
"678","N4D",2014,"N4D",2014,0,0
"679","N4D",2015,"N4D",2015,0,0
"680","N4D",2016,"N4D",2016,0,0
"681","N4D",2017,"N4D",2017,0,0
"682","N4D",2018,"N4D",2018,0,0
"683","N4D",2019,"N4D",2019,0,0
"684","N4D",2020,"N4D",2020,0,0
