DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB01,1,1992,9,7,004b,fl,b,5,15.60,9.90,7.50,14.30,0.00,
PAB01,1,1992,9,7,004b,fl,c,5,15.30,0.30,3.70,20.90,0.00,
PAB01,1,1992,9,7,004b,fl,c,4,31.50,2.60,2.90,53.70,0.00,
PAB01,1,1992,9,7,004b,fl,c,2,33.60,4.70,5.60,27.70,0.00,
PAB01,1,1992,9,7,004b,fl,c,1,40.10,5.90,5.80,50.10,1.60,
PAB01,1,1992,9,7,004b,fl,c,3,18.10,11.20,5.70,25.70,0.00,
PAB01,1,1992,9,7,004b,fl,d,4,21.00,3.20,9.70,12.90,0.00,
PAB01,1,1992,9,7,004b,fl,d,3,17.10,1.00,15.50,11.30,0.00,
PAB01,1,1992,9,7,004b,fl,d,1,19.50,1.80,6.10,16.60,0.00,
PAB01,1,1992,9,7,004b,fl,d,2,25.60,2.70,16.20,19.20,0.00,
PAB01,1,1992,9,7,004b,fl,d,5,16.30,6.00,5.80,5.70,0.00,
PAB01,1,1992,9,11,004b,sl,a,1,14.90,7.50,14.90,14.50,0.00,
PAB01,1,1992,9,11,004b,sl,a,2,22.60,0.00,13.10,24.80,0.00,
PAB01,1,1992,9,11,004b,sl,a,3,19.90,2.00,15.40,20.90,0.00,
PAB01,1,1992,9,11,004b,sl,a,4,33.20,0.30,15.70,35.60,0.00,
PAB01,1,1992,9,11,004b,sl,a,5,51.00,1.20,28.40,41.70,0.00,
PAB01,1,1992,9,11,004b,sl,b,5,29.00,2.60,29.20,31.80,0.00,
PAB01,1,1992,9,11,004b,sl,b,1,41.70,10.90,2.20,82.70,0.00,
PAB01,1,1992,9,11,004b,sl,b,4,11.90,12.50,12.40,33.50,11.20,
PAB01,1,1992,9,11,004b,sl,b,3,16.60,0.30,10.00,48.80,5.40,
PAB01,1,1992,9,11,004b,sl,b,2,49.80,1.30,2.60,41.30,2.20,
PAB01,1,1992,9,11,004b,sl,c,1,15.00,17.10,11.90,8.60,0.30,
PAB01,1,1992,9,11,004b,sl,c,2,22.50,3.60,11.90,14.40,0.90,
PAB01,1,1992,9,11,004b,sl,c,3,14.20,20.80,7.60,17.30,0.00,
PAB01,1,1992,9,11,004b,sl,c,4,37.80,13.90,8.80,41.90,0.00,
PAB01,1,1992,9,11,004b,sl,c,5,23.90,9.70,8.90,39.70,9.90,
PAB01,1,1992,9,11,004b,sl,d,5,29.70,1.30,13.90,19.80,9.50,
PAB01,1,1992,9,11,004b,sl,d,4,25.00,6.00,11.20,12.00,5.20,
PAB01,1,1992,9,11,004b,sl,d,3,15.50,9.90,7.40,4.80,1.20,
PAB01,1,1992,9,11,004b,sl,d,2,17.70,5.50,9.40,10.70,0.00,
PAB01,1,1992,9,11,004b,sl,d,1,21.00,2.10,19.00,9.30,1.20,
PAB01,1,1992,9,7,004b,tu,a,5,21.80,21.20,8.10,19.10,0.00,
PAB01,1,1992,9,7,004b,tu,a,4,27.60,3.60,15.00,28.00,0.00,
PAB01,1,1992,9,7,004b,tu,a,3,35.70,1.60,19.60,8.30,0.00,
PAB01,1,1992,9,7,004b,tu,a,2,33.40,4.80,17.70,31.40,0.00,
PAB01,1,1992,9,7,004b,tu,a,1,26.70,16.50,6.00,-99.90,0.00,p.dead missing
PAB01,1,1992,9,7,004b,tu,b,3,10.20,6.80,8.40,65.10,25.10,
PAB01,1,1992,9,7,004b,tu,b,4,22.90,3.70,9.30,37.80,0.00,
PAB01,1,1992,9,7,004b,tu,b,5,18.90,3.60,2.90,34.90,0.00,
PAB01,1,1992,9,7,004b,tu,b,2,24.60,8.90,4.30,61.20,5.30,
PAB01,1,1992,9,7,004b,tu,b,1,21.40,12.60,3.30,58.40,2.80,
PAB01,1,1992,9,7,004b,tu,c,5,16.00,14.20,8.20,61.90,2.70,
PAB01,1,1992,9,7,004b,tu,c,4,16.20,4.20,12.70,49.80,0.00,
PAB01,1,1992,9,7,004b,tu,c,3,23.70,16.30,7.40,36.00,13.70,
PAB01,1,1992,9,7,004b,tu,c,2,33.30,6.90,4.80,38.80,0.00,
PAB01,1,1992,9,7,004b,tu,c,1,37.20,36.20,7.10,38.30,0.00,
PAB01,1,1992,9,7,004b,tu,d,3,20.60,1.90,6.30,31.70,0.00,
PAB01,1,1992,9,7,004b,tu,d,1,28.60,17.80,5.70,39.10,1.20,
PAB01,1,1992,9,7,004b,tu,d,2,19.40,7.00,8.50,54.80,0.40,
PAB01,1,1992,9,7,004b,tu,d,4,40.20,4.10,27.90,28.60,0.00,
PAB01,1,1992,9,7,004b,tu,d,5,7.60,14.40,6.00,93.10,9.60,
PAB01,1,1992,9,4,020b,fl,a,5,25.90,4.40,6.50,27.00,0.00,
PAB01,1,1992,9,4,020b,fl,a,4,34.20,28.70,5.90,50.50,0.00,
PAB01,1,1992,9,4,020b,fl,a,3,2.90,50.10,1.60,3.10,0.00,
PAB01,1,1992,9,4,020b,fl,a,2,24.70,16.80,4.20,28.50,0.00,
PAB01,1,1992,9,4,020b,fl,a,1,23.20,15.70,16.50,13.20,0.00,
PAB01,1,1992,9,4,020b,fl,b,1,14.60,2.90,4.60,16.30,0.00,
PAB01,1,1992,9,4,020b,fl,b,3,28.20,0.50,13.10,20.20,0.00,
PAB01,1,1992,9,4,020b,fl,b,4,15.50,2.30,10.60,23.40,0.00,
PAB01,1,1992,9,4,020b,fl,b,5,21.70,0.50,9.40,23.30,0.00,
PAB01,1,1992,9,4,020b,fl,b,2,16.70,3.80,7.70,9.10,0.00,
PAB01,1,1992,9,4,020b,fl,c,2,20.10,12.70,21.50,27.40,0.00,
PAB01,1,1992,9,4,020b,fl,c,3,16.30,0.00,3.70,36.10,0.00,
PAB01,1,1992,9,4,020b,fl,c,4,10.70,7.50,26.30,25.70,0.00,
PAB01,1,1992,9,4,020b,fl,c,1,33.10,9.50,21.10,24.60,0.00,
PAB01,1,1992,9,4,020b,fl,c,5,9.40,27.10,4.20,16.00,0.00,
PAB01,1,1992,9,4,020b,fl,d,4,32.90,19.90,10.90,0.00,0.00,
PAB01,1,1992,9,4,020b,fl,d,3,21.50,17.80,6.90,0.00,0.00,is no pr. dead
PAB01,1,1992,9,4,020b,fl,d,2,15.40,8.30,3.20,0.00,0.00,burned so there
PAB01,1,1992,9,4,020b,fl,d,1,7.40,14.50,1.60,0.00,0.50,Plots 1-4 were
PAB01,1,1992,9,4,020b,fl,d,5,9.20,16.60,3.00,1.30,0.00,
PAB01,1,1992,9,7,020b,sl,a,4,6.30,21.30,1.60,12.70,0.00,
PAB01,1,1992,9,7,020b,sl,a,5,24.00,3.20,16.50,11.50,0.00,
PAB01,1,1992,9,7,020b,sl,a,3,20.20,0.70,10.50,16.10,0.00,
PAB01,1,1992,9,7,020b,sl,a,1,24.00,0.30,5.80,14.60,0.00,
PAB01,1,1992,9,7,020b,sl,a,2,11.10,0.10,3.70,14.70,0.00,
PAB01,1,1992,9,7,020b,sl,b,1,27.90,0.00,19.40,50.80,0.00,
PAB01,1,1992,9,7,020b,sl,b,2,17.90,1.50,12.30,22.90,0.00,
PAB01,1,1992,9,7,020b,sl,b,4,16.40,2.00,11.40,43.60,0.00,
PAB01,1,1992,9,7,020b,sl,b,3,6.90,12.20,2.50,5.60,0.00,
PAB01,1,1992,9,7,020b,sl,b,5,6.40,9.00,12.20,33.10,0.00,
PAB01,1,1992,9,7,020b,sl,c,1,39.60,0.00,10.10,100.70,0.00,
PAB01,1,1992,9,7,020b,sl,c,2,24.10,35.60,17.90,35.10,0.00,
PAB01,1,1992,9,7,020b,sl,c,3,13.30,13.30,7.20,25.40,0.00,
PAB01,1,1992,9,7,020b,sl,c,5,29.20,1.00,8.20,23.50,0.00,
PAB01,1,1992,9,7,020b,sl,c,4,18.50,13.80,14.10,31.80,0.00,
PAB01,1,1992,9,7,020b,sl,d,1,11.90,20.90,1.30,16.80,0.00,
PAB01,1,1992,9,7,020b,sl,d,2,31.80,51.10,7.70,8.60,0.00,
PAB01,1,1992,9,7,020b,sl,d,3,15.20,10.00,6.00,7.50,0.00,
PAB01,1,1992,9,7,020b,sl,d,4,15.30,37.70,2.70,20.80,0.00,
PAB01,1,1992,9,7,020b,sl,d,5,39.10,0.40,10.80,18.00,0.00,
PAB01,1,1992,9,4,020b,tu,a,1,18.90,35.70,4.00,16.30,15.60,
PAB01,1,1992,9,4,020b,tu,a,3,21.40,28.00,18.10,35.60,0.00,
PAB01,1,1992,9,4,020b,tu,a,4,8.90,68.00,2.00,25.60,0.00,
PAB01,1,1992,9,4,020b,tu,a,5,33.70,5.10,17.70,25.90,0.00,
PAB01,1,1992,9,4,020b,tu,a,2,22.10,33.20,3.50,30.20,0.00,
PAB01,1,1992,9,4,020b,tu,b,4,68.60,12.50,19.70,36.20,1.60,
PAB01,1,1992,9,4,020b,tu,b,2,25.00,38.80,6.00,15.50,0.00,
PAB01,1,1992,9,4,020b,tu,b,5,7.20,67.50,2.30,4.10,0.00,
PAB01,1,1992,9,4,020b,tu,b,3,15.70,60.90,4.90,2.30,1.90,
PAB01,1,1992,9,4,020b,tu,b,1,24.40,6.90,12.30,27.40,0.00,
PAB01,1,1992,9,4,020b,tu,c,1,14.30,17.70,1.00,3.40,0.00,
PAB01,1,1992,9,4,020b,tu,c,4,19.70,23.40,18.60,21.20,0.00,
PAB01,1,1992,9,4,020b,tu,c,5,24.50,22.50,15.40,12.10,0.00,
PAB01,1,1992,9,4,020b,tu,c,3,25.40,20.00,8.00,7.10,0.00,
PAB01,1,1992,9,4,020b,tu,c,2,30.70,20.10,4.50,20.10,0.00,
PAB01,1,1992,9,4,020b,tu,d,5,11.00,44.30,1.00,13.40,0.00,
PAB01,1,1992,9,4,020b,tu,d,1,18.60,1.50,9.10,13.30,0.00,
PAB01,1,1992,9,4,020b,tu,d,2,31.80,4.10,38.20,37.10,0.00,
PAB01,1,1992,9,4,020b,tu,d,3,13.20,12.20,7.70,6.60,0.00,
PAB01,1,1992,9,4,020b,tu,d,4,37.10,18.60,6.30,8.90,0.00,
PAB01,1,1993,9,11,001d,fl,a,5,42.50,7.80,15.30,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,a,4,48.50,0.00,11.60,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,a,3,36.50,0.20,10.90,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,a,2,44.70,0.40,10.30,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,a,1,35.10,0.70,7.90,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,b,5,21.60,0.40,8.50,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,b,4,45.60,6.70,6.40,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,b,3,50.60,0.00,18.70,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,b,2,51.70,0.50,20.40,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,b,1,47.70,2.60,16.00,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,c,1,40.80,1.10,11.90,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,c,2,47.50,0.60,13.00,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,c,3,33.70,0.00,13.20,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,c,4,36.50,1.80,12.30,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,c,5,40.00,3.20,14.60,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,d,5,41.60,5.40,8.50,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,d,4,63.80,4.40,23.40,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,d,3,41.00,1.80,11.20,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,d,2,35.90,1.50,12.90,0.00,0.00,
PAB01,1,1993,9,11,001d,fl,d,1,34.20,4.10,14.50,0.00,0.30,
PAB01,1,1993,9,11,001d,sl,a,1,40.00,0.00,11.80,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,a,2,35.90,0.00,8.30,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,a,3,36.30,1.00,10.80,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,a,4,30.80,1.10,16.80,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,a,5,31.40,0.70,15.50,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,b,5,33.40,0.70,11.50,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,b,4,23.90,0.30,7.00,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,b,3,55.10,2.90,17.70,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,b,2,35.50,1.10,8.30,0.00,11.30,
PAB01,1,1993,9,11,001d,sl,b,1,45.50,0.80,17.10,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,c,5,29.40,1.50,8.30,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,c,4,62.70,0.60,14.20,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,c,3,33.80,1.30,10.60,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,c,2,46.70,1.10,16.80,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,c,1,36.00,2.60,9.40,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,d,1,45.70,0.20,10.40,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,d,2,45.70,0.20,11.70,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,d,3,44.70,1.70,10.10,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,d,4,34.20,0.20,11.20,0.00,0.00,
PAB01,1,1993,9,11,001d,sl,d,5,48.20,0.00,12.90,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,a,5,72.60,2.70,19.40,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,a,4,57.50,6.30,14.50,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,a,3,56.00,0.30,20.80,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,a,2,62.90,3.40,21.30,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,a,1,108.90,2.50,40.80,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,b,1,48.80,6.50,14.70,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,b,2,36.70,0.40,14.00,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,b,3,54.20,0.90,10.90,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,b,4,46.10,6.40,16.30,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,b,5,42.20,0.00,18.10,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,c,5,50.60,0.20,15.00,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,c,4,77.10,2.50,13.50,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,c,3,38.30,0.50,11.10,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,c,2,41.30,2.40,12.20,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,c,1,46.10,0.00,12.60,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,d,5,81.70,0.00,20.80,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,d,4,51.00,0.40,17.30,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,d,3,56.20,0.10,19.00,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,d,2,34.00,1.90,12.90,0.00,0.00,
PAB01,1,1993,9,11,001d,tu,d,1,35.60,0.00,14.00,0.00,0.00,
PAB01,1,1993,9,14,004b,fl,a,4,31.30,9.30,12.20,29.90,0.00,
PAB01,1,1993,9,14,004b,fl,a,3,49.70,2.20,13.80,17.30,0.00,
PAB01,1,1993,9,14,004b,fl,a,2,17.60,2.00,12.70,11.50,0.00,
PAB01,1,1993,9,14,004b,fl,a,1,44.80,0.50,24.80,43.90,0.00,
PAB01,1,1993,9,14,004b,fl,a,5,15.00,0.60,4.40,35.90,0.00,
PAB01,1,1993,9,14,004b,fl,b,1,23.10,1.40,5.00,34.30,0.00,
PAB01,1,1993,9,14,004b,fl,b,2,26.50,5.50,3.60,48.20,91.50,
PAB01,1,1993,9,14,004b,fl,b,3,26.80,13.90,16.50,31.10,0.00,
PAB01,1,1993,9,14,004b,fl,b,4,23.10,3.10,10.60,29.20,0.00,
PAB01,1,1993,9,14,004b,fl,b,5,16.80,6.60,5.90,39.00,0.00,
PAB01,1,1993,9,14,004b,fl,c,4,33.60,6.50,17.70,23.20,0.00,
PAB01,1,1993,9,14,004b,fl,c,3,19.00,15.20,10.20,11.50,0.00,
PAB01,1,1993,9,14,004b,fl,c,2,41.30,0.90,16.70,56.90,0.00,
PAB01,1,1993,9,14,004b,fl,c,1,36.60,2.70,21.10,34.10,3.50,
PAB01,1,1993,9,14,004b,fl,c,5,32.60,7.90,16.10,51.50,0.00,
PAB01,1,1993,9,14,004b,fl,d,5,32.78,1.62,11.40,22.27,0.00,
PAB01,1,1993,9,14,004b,fl,d,4,34.73,2.58,9.29,44.21,0.00,
PAB01,1,1993,9,14,004b,fl,d,3,21.84,3.32,15.25,33.07,0.00,
PAB01,1,1993,9,14,004b,fl,d,2,25.25,0.46,4.43,31.50,0.00,
PAB01,1,1993,9,14,004b,fl,d,1,26.07,0.39,9.06,23.62,0.61,
PAB01,1,1993,9,14,004b,sl,a,1,27.80,0.80,13.10,24.90,1.60,
PAB01,1,1993,9,14,004b,sl,a,2,16.62,0.17,4.73,39.75,0.00,
PAB01,1,1993,9,14,004b,sl,a,4,15.70,0.00,12.30,36.40,0.00,
PAB01,1,1993,9,14,004b,sl,a,5,20.50,6.70,4.70,26.40,0.00,
PAB01,1,1993,9,14,004b,sl,a,3,17.70,1.40,18.70,56.20,0.00,
PAB01,1,1993,9,14,004b,sl,b,1,20.80,12.90,5.70,80.20,0.00,
PAB01,1,1993,9,14,004b,sl,b,2,8.90,16.50,14.50,46.10,0.00,
PAB01,1,1993,9,14,004b,sl,b,3,26.70,6.70,11.30,53.20,5.30,
PAB01,1,1993,9,14,004b,sl,b,4,9.10,4.20,2.50,22.40,0.00,
PAB01,1,1993,9,14,004b,sl,b,5,11.20,5.10,36.00,44.50,0.00,
PAB01,1,1993,9,14,004b,sl,c,3,25.10,7.80,9.00,21.70,0.00,
PAB01,1,1993,9,14,004b,sl,c,4,29.40,1.00,13.00,31.50,0.00,
PAB01,1,1993,9,14,004b,sl,c,5,38.50,0.02,15.40,35.60,0.00,
PAB01,1,1993,9,14,004b,sl,c,1,43.20,1.20,24.10,70.30,5.30,
PAB01,1,1993,9,14,004b,sl,c,2,37.10,1.70,4.50,28.70,0.00,
PAB01,1,1993,9,14,004b,sl,d,2,25.25,5.72,7.39,44.10,0.00,
PAB01,1,1993,9,14,004b,sl,d,3,38.31,1.91,16.72,21.56,0.00,
PAB01,1,1993,9,14,004b,sl,d,4,46.45,6.41,18.55,43.84,0.00,
PAB01,1,1993,9,14,004b,sl,d,5,14.88,2.29,8.60,78.84,3.87,
PAB01,1,1993,9,14,004b,sl,d,1,20.61,7.18,16.92,98.02,0.00,
PAB01,1,1993,9,21,004b,tu,a,2,24.80,5.99,7.46,40.20,0.00,
PAB01,1,1993,9,21,004b,tu,a,4,21.38,1.16,8.06,44.64,0.00,
PAB01,1,1993,9,21,004b,tu,a,5,24.74,0.73,10.51,46.89,0.00,
PAB01,1,1993,9,21,004b,tu,a,3,22.70,0.13,6.65,13.53,0.00,
PAB01,1,1993,9,21,004b,tu,a,1,37.22,3.85,13.82,41.91,0.00,
PAB01,1,1993,9,21,004b,tu,b,1,18.40,6.60,10.80,49.90,0.00,
PAB01,1,1993,9,21,004b,tu,b,2,27.90,7.70,21.10,62.50,3.60,
PAB01,1,1993,9,21,004b,tu,b,3,18.60,8.50,9.20,26.40,0.00,
PAB01,1,1993,9,21,004b,tu,b,5,15.50,10.00,8.90,50.00,0.00,
PAB01,1,1993,9,21,004b,tu,b,4,13.90,1.90,8.00,44.00,0.00,
PAB01,1,1993,9,21,004b,tu,c,4,17.80,4.00,23.70,12.70,0.00,
PAB01,1,1993,9,21,004b,tu,c,5,5.80,1.50,19.10,88.80,12.90,
PAB01,1,1993,9,21,004b,tu,c,3,32.70,1.50,11.80,34.60,0.00,
PAB01,1,1993,9,21,004b,tu,c,2,26.00,10.50,29.90,39.00,0.00,
PAB01,1,1993,9,21,004b,tu,c,1,13.40,12.60,11.30,44.70,12.80,
PAB01,1,1993,9,21,004b,tu,d,5,0.04,1.40,5.90,78.70,156.30,
PAB01,1,1993,9,21,004b,tu,d,4,15.30,9.60,12.90,45.70,0.00,
PAB01,1,1993,9,21,004b,tu,d,1,6.50,41.60,6.10,63.90,7.10,
PAB01,1,1993,9,21,004b,tu,d,2,30.00,6.10,6.70,62.90,0.00,
PAB01,1,1993,9,21,004b,tu,d,3,38.40,0.00,11.90,59.10,0.00,
PAB01,1,1993,9,16,020b,fl,a,5,21.60,6.40,4.80,21.00,0.00,
PAB01,1,1993,9,16,020b,fl,a,4,45.30,9.20,17.20,18.50,0.00,
PAB01,1,1993,9,16,020b,fl,a,3,25.50,10.50,3.40,21.30,0.00,
PAB01,1,1993,9,16,020b,fl,a,2,20.90,7.60,2.60,29.90,0.00,
PAB01,1,1993,9,16,020b,fl,a,1,28.70,5.20,6.10,56.00,0.00,
PAB01,1,1993,9,16,020b,fl,b,1,24.50,0.00,13.70,25.90,0.00,
PAB01,1,1993,9,16,020b,fl,b,3,24.20,1.40,11.50,22.60,0.00,
PAB01,1,1993,9,16,020b,fl,b,4,21.40,0.10,10.10,24.80,0.00,
PAB01,1,1993,9,16,020b,fl,b,5,41.40,2.70,9.10,27.40,0.00,
PAB01,1,1993,9,16,020b,fl,b,2,31.60,1.20,14.60,29.80,0.00,
PAB01,1,1993,9,16,020b,fl,c,5,33.40,3.50,9.80,45.50,0.00,
PAB01,1,1993,9,16,020b,fl,c,4,18.70,0.00,13.90,48.20,0.00,
PAB01,1,1993,9,16,020b,fl,c,3,16.60,1.60,5.20,43.10,0.00,
PAB01,1,1993,9,16,020b,fl,c,2,37.10,1.10,19.90,21.70,0.00,
PAB01,1,1993,9,16,020b,fl,c,1,40.50,9.30,11.00,26.60,0.00,
PAB01,1,1993,9,16,020b,fl,d,4,34.20,7.60,12.90,17.60,0.00,
PAB01,1,1993,9,16,020b,fl,d,5,32.30,4.90,7.00,16.50,0.00,
PAB01,1,1993,9,16,020b,fl,d,3,37.60,13.10,9.60,26.20,0.00,
PAB01,1,1993,9,16,020b,fl,d,1,50.50,1.70,18.80,17.50,0.00,
PAB01,1,1993,9,16,020b,fl,d,2,61.90,7.90,10.80,58.40,7.10,
PAB01,1,1993,9,16,020b,sl,a,1,16.00,5.60,14.00,36.70,0.00,
PAB01,1,1993,9,16,020b,sl,a,2,25.70,0.00,27.80,14.90,0.00,
PAB01,1,1993,9,16,020b,sl,a,3,27.00,3.30,10.90,29.40,0.00,
PAB01,1,1993,9,16,020b,sl,a,4,15.40,3.00,4.50,43.20,0.00,
PAB01,1,1993,9,16,020b,sl,a,5,19.00,1.10,6.90,18.60,0.00,
PAB01,1,1993,9,16,020b,sl,b,5,12.60,3.10,4.80,86.40,0.00,
PAB01,1,1993,9,16,020b,sl,b,4,8.00,3.10,20.20,61.60,0.00,
PAB01,1,1993,9,16,020b,sl,b,3,18.30,5.90,9.70,15.00,0.00,
PAB01,1,1993,9,16,020b,sl,b,2,8.30,0.70,7.20,42.20,0.00,
PAB01,1,1993,9,16,020b,sl,b,1,11.90,0.00,29.60,57.90,0.00,
PAB01,1,1993,9,16,020b,sl,c,5,70.30,2.60,12.70,32.30,0.00,
PAB01,1,1993,9,16,020b,sl,c,4,16.70,6.10,4.90,16.40,0.00,
PAB01,1,1993,9,16,020b,sl,c,3,12.40,4.20,30.30,36.00,0.00,
PAB01,1,1993,9,16,020b,sl,c,2,38.80,3.80,29.50,16.10,0.00,
PAB01,1,1993,9,16,020b,sl,c,1,2.60,1.10,3.90,93.80,40.10,
PAB01,1,1993,9,16,020b,sl,d,1,9.40,1.50,1.30,5.30,10.80,
PAB01,1,1993,9,16,020b,sl,d,3,27.70,0.60,3.60,8.10,0.00,
PAB01,1,1993,9,16,020b,sl,d,5,21.10,8.00,20.60,9.60,0.00,
PAB01,1,1993,9,16,020b,sl,d,2,13.70,3.10,2.80,13.60,0.00,
PAB01,1,1993,9,16,020b,sl,d,4,28.20,0.30,26.10,32.70,0.00,
PAB01,1,1993,9,16,020b,tu,a,4,9.10,30.90,2.00,26.40,0.00,
PAB01,1,1993,9,16,020b,tu,a,3,23.10,3.70,14.60,16.70,0.00,
PAB01,1,1993,9,16,020b,tu,a,2,31.90,6.30,9.40,45.50,1.50,
PAB01,1,1993,9,16,020b,tu,a,1,22.50,2.30,26.00,32.60,0.00,
PAB01,1,1993,9,16,020b,tu,a,5,27.60,9.90,10.60,28.30,0.00,
PAB01,1,1993,9,16,020b,tu,b,1,11.20,10.80,5.40,36.70,0.00,
PAB01,1,1993,9,16,020b,tu,b,5,38.60,12.40,7.70,57.40,0.00,
PAB01,1,1993,9,16,020b,tu,b,4,30.40,25.10,8.90,18.60,0.00,
PAB01,1,1993,9,16,020b,tu,b,3,44.20,13.60,18.10,16.40,0.00,
PAB01,1,1993,9,16,020b,tu,b,2,49.70,13.90,5.10,47.30,0.00,
PAB01,1,1993,9,16,020b,tu,c,2,22.20,9.10,19.10,19.20,0.00,
PAB01,1,1993,9,16,020b,tu,c,5,11.20,4.70,2.40,21.20,0.00,
PAB01,1,1993,9,16,020b,tu,c,4,44.20,9.40,22.40,54.90,0.00,
PAB01,1,1993,9,16,020b,tu,c,3,20.90,1.30,5.00,6.40,26.60,
PAB01,1,1993,9,16,020b,tu,c,1,7.50,31.10,2.50,41.90,0.10,
PAB01,1,1993,9,16,020b,tu,d,5,19.60,0.50,2.60,6.90,0.00,
PAB01,1,1993,9,16,020b,tu,d,4,26.60,2.20,18.00,16.40,0.00,
PAB01,1,1993,9,16,020b,tu,d,3,13.30,3.80,18.60,38.20,0.00,
PAB01,1,1993,9,16,020b,tu,d,2,21.20,0.70,15.00,41.10,0.00,
PAB01,1,1993,9,16,020b,tu,d,1,12.60,0.20,5.30,4.90,0.00,
PAB01,1,1994,8,31,001d,fl,a,5,23.51,3.90,7.35,0.00,2.33,
PAB01,1,1994,8,31,001d,fl,a,4,27.73,2.86,9.74,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,a,3,25.47,2.07,7.20,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,a,2,16.49,0.02,7.31,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,a,1,35.58,0.00,17.00,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,b,1,29.93,1.15,13.24,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,b,2,37.74,0.00,18.78,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,b,3,33.48,0.00,11.67,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,b,4,29.07,1.69,15.01,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,b,5,22.88,2.05,9.61,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,c,5,18.93,5.06,7.25,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,c,4,22.30,0.78,11.14,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,c,3,18.10,1.27,7.37,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,c,2,22.13,1.81,10.05,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,c,1,19.19,16.05,8.53,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,d,1,24.79,17.38,9.76,0.00,0.00,
PAB01,1,1994,8,31,001d,fl,d,2,25.16,1.00,8.02,0.00,0.00,
